geslacht,generatie,leeftijd,participatie
totaal,1926-1930,48,54.05
totaal,1926-1930,49,53.65
totaal,1926-1930,50,54.05
totaal,1926-1930,51,52.25
totaal,1926-1930,52,51.35
totaal,1926-1930,53,50.75
totaal,1926-1930,54,47.95
totaal,1926-1930,55,44.65
totaal,1926-1930,56,41.55
totaal,1926-1930,57,40.1
totaal,1926-1930,58,34.85
totaal,1926-1930,59,30.9
totaal,1926-1930,60,20.7
totaal,1926-1930,61,15
totaal,1926-1930,62,11.35
totaal,1926-1930,63,9.55
totaal,1926-1930,64,8.55
totaal,1926-1930,65,4.6
totaal,1926-1930,66,3.75
totaal,1926-1930,67,3.45
totaal,1931-1935,16,
totaal,1931-1935,17,
totaal,1931-1935,18,
totaal,1931-1935,19,
totaal,1931-1935,20,
totaal,1931-1935,21,
totaal,1931-1935,22,
totaal,1931-1935,23,
totaal,1931-1935,24,
totaal,1931-1935,25,
totaal,1931-1935,26,
totaal,1931-1935,27,
totaal,1931-1935,28,
totaal,1931-1935,29,
totaal,1931-1935,30,
totaal,1931-1935,31,
totaal,1931-1935,32,
totaal,1931-1935,33,
totaal,1931-1935,34,
totaal,1931-1935,35,
totaal,1931-1935,36,58.5
totaal,1931-1935,37,58.6
totaal,1931-1935,38,58.85
totaal,1931-1935,39,59.25
totaal,1931-1935,40,58.3
totaal,1931-1935,41,57.55
totaal,1931-1935,42,57.4
totaal,1931-1935,43,56.1
totaal,1931-1935,44,56.35
totaal,1931-1935,45,56.7
totaal,1931-1935,46,56.85
totaal,1931-1935,47,56.4
totaal,1931-1935,48,55.4
totaal,1931-1935,49,54.15
totaal,1931-1935,50,52.65
totaal,1931-1935,51,51.9
totaal,1931-1935,52,50.1
totaal,1931-1935,53,48.8
totaal,1931-1935,54,47.4
totaal,1931-1935,55,45.4
totaal,1931-1935,56,42.05
totaal,1931-1935,57,38.4
totaal,1931-1935,58,34.35
totaal,1931-1935,59,27.35
totaal,1931-1935,60,16.15
totaal,1931-1935,61,12.5
totaal,1931-1935,62,10
totaal,1931-1935,63,8.25
totaal,1931-1935,64,7.75
totaal,1931-1935,65,4.7
totaal,1931-1935,66,4.05
totaal,1931-1935,67,3.2
totaal,1936-1940,16,
totaal,1936-1940,17,
totaal,1936-1940,18,
totaal,1936-1940,19,
totaal,1936-1940,20,
totaal,1936-1940,21,
totaal,1936-1940,22,
totaal,1936-1940,23,
totaal,1936-1940,24,
totaal,1936-1940,25,
totaal,1936-1940,26,
totaal,1936-1940,27,
totaal,1936-1940,28,
totaal,1936-1940,29,
totaal,1936-1940,30,
totaal,1936-1940,31,58.35
totaal,1936-1940,32,58.4
totaal,1936-1940,33,58.5
totaal,1936-1940,34,58.7
totaal,1936-1940,35,57.8
totaal,1936-1940,36,57.95
totaal,1936-1940,37,57.65
totaal,1936-1940,38,57
totaal,1936-1940,39,58.65
totaal,1936-1940,40,58.95
totaal,1936-1940,41,59.45
totaal,1936-1940,42,59.75
totaal,1936-1940,43,59.75
totaal,1936-1940,44,58.05
totaal,1936-1940,45,57.2
totaal,1936-1940,46,56.55
totaal,1936-1940,47,57.35
totaal,1936-1940,48,57.05
totaal,1936-1940,49,57.45
totaal,1936-1940,50,55.2
totaal,1936-1940,51,53.6
totaal,1936-1940,52,52.6
totaal,1936-1940,53,51.95
totaal,1936-1940,54,50.4
totaal,1936-1940,55,48.2
totaal,1936-1940,56,44.25
totaal,1936-1940,57,38.85
totaal,1936-1940,58,35.15
totaal,1936-1940,59,30
totaal,1936-1940,60,22.25
totaal,1936-1940,61,14.25
totaal,1936-1940,62,12.9
totaal,1936-1940,63,11.05
totaal,1936-1940,64,9.95
totaal,1936-1940,65,5.9
totaal,1936-1940,66,4.35
totaal,1936-1940,67,4.9
totaal,1941-1945,16,
totaal,1941-1945,17,
totaal,1941-1945,18,
totaal,1941-1945,19,
totaal,1941-1945,20,
totaal,1941-1945,21,
totaal,1941-1945,22,
totaal,1941-1945,23,
totaal,1941-1945,24,
totaal,1941-1945,25,
totaal,1941-1945,26,60.9
totaal,1941-1945,27,60.1
totaal,1941-1945,28,59.15
totaal,1941-1945,29,59
totaal,1941-1945,30,58.05
totaal,1941-1945,31,58.15
totaal,1941-1945,32,57.75
totaal,1941-1945,33,56.85
totaal,1941-1945,34,57.85
totaal,1941-1945,35,59.05
totaal,1941-1945,36,60.2
totaal,1941-1945,37,61.25
totaal,1941-1945,38,60.8
totaal,1941-1945,39,60.7
totaal,1941-1945,40,60.8
totaal,1941-1945,41,60.7
totaal,1941-1945,42,61.1
totaal,1941-1945,43,62.95
totaal,1941-1945,44,62.3
totaal,1941-1945,45,63.25
totaal,1941-1945,46,62.55
totaal,1941-1945,47,61.85
totaal,1941-1945,48,62.05
totaal,1941-1945,49,61.5
totaal,1941-1945,50,59.8
totaal,1941-1945,51,59.15
totaal,1941-1945,52,58.7
totaal,1941-1945,53,58.65
totaal,1941-1945,54,57.5
totaal,1941-1945,55,54.95
totaal,1941-1945,56,52.25
totaal,1941-1945,57,48.8
totaal,1941-1945,58,44.45
totaal,1941-1945,59,39.9
totaal,1941-1945,60,29.3
totaal,1941-1945,61,22.55
totaal,1941-1945,62,16.75
totaal,1941-1945,63,14.75
totaal,1941-1945,64,13.65
totaal,1941-1945,65,9.9
totaal,1941-1945,66,7.35
totaal,1941-1945,67,7.15
totaal,1946-1950,16,
totaal,1946-1950,17,
totaal,1946-1950,18,
totaal,1946-1950,19,
totaal,1946-1950,20,
totaal,1946-1950,21,70.7
totaal,1946-1950,22,69.8
totaal,1946-1950,23,67.55
totaal,1946-1950,24,65
totaal,1946-1950,25,61.35
totaal,1946-1950,26,59.75
totaal,1946-1950,27,59.1
totaal,1946-1950,28,57.3
totaal,1946-1950,29,57.75
totaal,1946-1950,30,58.1
totaal,1946-1950,31,58.95
totaal,1946-1950,32,59.1
totaal,1946-1950,33,59.2
totaal,1946-1950,34,59.75
totaal,1946-1950,35,59.6
totaal,1946-1950,36,59.25
totaal,1946-1950,37,60.8
totaal,1946-1950,38,63
totaal,1946-1950,39,63.1
totaal,1946-1950,40,64.15
totaal,1946-1950,41,65.1
totaal,1946-1950,42,65.45
totaal,1946-1950,43,66.15
totaal,1946-1950,44,66.9
totaal,1946-1950,45,67.65
totaal,1946-1950,46,68.15
totaal,1946-1950,47,67.85
totaal,1946-1950,48,67.95
totaal,1946-1950,49,67.35
totaal,1946-1950,50,66.65
totaal,1946-1950,51,67.05
totaal,1946-1950,52,66.5
totaal,1946-1950,53,64.9
totaal,1946-1950,54,62.95
totaal,1946-1950,55,60.1
totaal,1946-1950,56,59.05
totaal,1946-1950,57,56.65
totaal,1946-1950,58,54.4
totaal,1946-1950,59,51.1
totaal,1946-1950,60,43.65
totaal,1946-1950,61,36.5
totaal,1946-1950,62,27.95
totaal,1946-1950,63,21.8
totaal,1946-1950,64,
totaal,1946-1950,65,
totaal,1946-1950,66,
totaal,1946-1950,67,
totaal,1951-1955,16,33
totaal,1951-1955,17,49.9
totaal,1951-1955,18,60.55
totaal,1951-1955,19,66.85
totaal,1951-1955,20,66.7
totaal,1951-1955,21,65.2
totaal,1951-1955,22,65.3
totaal,1951-1955,23,64.3
totaal,1951-1955,24,64.5
totaal,1951-1955,25,63.6
totaal,1951-1955,26,62.5
totaal,1951-1955,27,62.1
totaal,1951-1955,28,60.7
totaal,1951-1955,29,60.15
totaal,1951-1955,30,59.15
totaal,1951-1955,31,58.65
totaal,1951-1955,32,59.95
totaal,1951-1955,33,62.2
totaal,1951-1955,34,63
totaal,1951-1955,35,65.05
totaal,1951-1955,36,65.05
totaal,1951-1955,37,67
totaal,1951-1955,38,68.1
totaal,1951-1955,39,68.95
totaal,1951-1955,40,69.35
totaal,1951-1955,41,69.35
totaal,1951-1955,42,70.6
totaal,1951-1955,43,71.3
totaal,1951-1955,44,72.4
totaal,1951-1955,45,72.85
totaal,1951-1955,46,74.55
totaal,1951-1955,47,73.95
totaal,1951-1955,48,73.55
totaal,1951-1955,49,73.1
totaal,1951-1955,50,72.85
totaal,1951-1955,51,71.75
totaal,1951-1955,52,70.7
totaal,1951-1955,53,71.25
totaal,1951-1955,54,71
totaal,1951-1955,55,70.05
totaal,1951-1955,56,67.9
totaal,1951-1955,57,65.95
totaal,1951-1955,58,63.35
totaal,1951-1955,59,
totaal,1951-1955,60,
totaal,1951-1955,61,
totaal,1951-1955,62,
totaal,1951-1955,63,
totaal,1951-1955,64,
totaal,1951-1955,65,
totaal,1951-1955,66,
totaal,1951-1955,67,
totaal,1956-1960,16,23.45
totaal,1956-1960,17,37.5
totaal,1956-1960,18,49.4
totaal,1956-1960,19,55.3
totaal,1956-1960,20,59.15
totaal,1956-1960,21,61.8
totaal,1956-1960,22,66.9
totaal,1956-1960,23,66.65
totaal,1956-1960,24,65.85
totaal,1956-1960,25,66.15
totaal,1956-1960,26,63.5
totaal,1956-1960,27,65.35
totaal,1956-1960,28,65.75
totaal,1956-1960,29,65.8
totaal,1956-1960,30,67.3
totaal,1956-1960,31,65.85
totaal,1956-1960,32,67.05
totaal,1956-1960,33,68.4
totaal,1956-1960,34,68.35
totaal,1956-1960,35,69.25
totaal,1956-1960,36,69.6
totaal,1956-1960,37,70.55
totaal,1956-1960,38,70.95
totaal,1956-1960,39,72.55
totaal,1956-1960,40,73.65
totaal,1956-1960,41,75.65
totaal,1956-1960,42,77.05
totaal,1956-1960,43,77.3
totaal,1956-1960,44,77.45
totaal,1956-1960,45,77.35
totaal,1956-1960,46,77.85
totaal,1956-1960,47,77.7
totaal,1956-1960,48,78.4
totaal,1956-1960,49,78.2
totaal,1956-1960,50,78.1
totaal,1956-1960,51,77.6
totaal,1956-1960,52,76.9
totaal,1956-1960,53,75.45
totaal,1956-1960,54,
totaal,1956-1960,55,
totaal,1956-1960,56,
totaal,1956-1960,57,
totaal,1956-1960,58,
totaal,1956-1960,59,
totaal,1956-1960,60,
totaal,1956-1960,61,
totaal,1956-1960,62,
totaal,1956-1960,63,
totaal,1956-1960,64,
totaal,1956-1960,65,
totaal,1956-1960,66,
totaal,1956-1960,67,
totaal,1961-1965,16,6.75
totaal,1961-1965,17,19.3
totaal,1961-1965,18,33.05
totaal,1961-1965,19,46.65
totaal,1961-1965,20,52.8
totaal,1961-1965,21,57.8
totaal,1961-1965,22,63.1
totaal,1961-1965,23,66.75
totaal,1961-1965,24,68.45
totaal,1961-1965,25,71.5
totaal,1961-1965,26,72.6
totaal,1961-1965,27,73.5
totaal,1961-1965,28,74
totaal,1961-1965,29,73.1
totaal,1961-1965,30,72.4
totaal,1961-1965,31,72.6
totaal,1961-1965,32,72.65
totaal,1961-1965,33,73.35
totaal,1961-1965,34,74.6
totaal,1961-1965,35,75.6
totaal,1961-1965,36,76.6
totaal,1961-1965,37,76.25
totaal,1961-1965,38,76.8
totaal,1961-1965,39,78
totaal,1961-1965,40,77.7
totaal,1961-1965,41,78.15
totaal,1961-1965,42,78.3
totaal,1961-1965,43,79.45
totaal,1961-1965,44,80.75
totaal,1961-1965,45,80.95
totaal,1961-1965,46,80.9
totaal,1961-1965,47,81.4
totaal,1961-1965,48,79.95
totaal,1961-1965,49,
totaal,1961-1965,50,
totaal,1961-1965,51,
totaal,1961-1965,52,
totaal,1961-1965,53,
totaal,1961-1965,54,
totaal,1961-1965,55,
totaal,1961-1965,56,
totaal,1961-1965,57,
totaal,1961-1965,58,
totaal,1961-1965,59,
totaal,1961-1965,60,
totaal,1961-1965,61,
totaal,1961-1965,62,
totaal,1961-1965,63,
totaal,1961-1965,64,
totaal,1961-1965,65,
totaal,1961-1965,66,
totaal,1961-1965,67,
totaal,1966-1970,16,2.7
totaal,1966-1970,17,13.3
totaal,1966-1970,18,27.1
totaal,1966-1970,19,38.9
totaal,1966-1970,20,50.05
totaal,1966-1970,21,57.25
totaal,1966-1970,22,62.7
totaal,1966-1970,23,67.3
totaal,1966-1970,24,70.45
totaal,1966-1970,25,73.6
totaal,1966-1970,26,76.85
totaal,1966-1970,27,77.35
totaal,1966-1970,28,78.5
totaal,1966-1970,29,79.35
totaal,1966-1970,30,79.95
totaal,1966-1970,31,80.1
totaal,1966-1970,32,79.95
totaal,1966-1970,33,79.75
totaal,1966-1970,34,78.55
totaal,1966-1970,35,78.85
totaal,1966-1970,36,79
totaal,1966-1970,37,79.75
totaal,1966-1970,38,80.85
totaal,1966-1970,39,81.8
totaal,1966-1970,40,82.45
totaal,1966-1970,41,82.65
totaal,1966-1970,42,82.2
totaal,1966-1970,43,83
totaal,1966-1970,44,
totaal,1966-1970,45,
totaal,1966-1970,46,
totaal,1966-1970,47,
totaal,1966-1970,48,
totaal,1966-1970,49,
totaal,1966-1970,50,
totaal,1966-1970,51,
totaal,1966-1970,52,
totaal,1966-1970,53,
totaal,1966-1970,54,
totaal,1966-1970,55,
totaal,1966-1970,56,
totaal,1966-1970,57,
totaal,1966-1970,58,
totaal,1966-1970,59,
totaal,1966-1970,60,
totaal,1966-1970,61,
totaal,1966-1970,62,
totaal,1966-1970,63,
totaal,1966-1970,64,
totaal,1966-1970,65,
totaal,1966-1970,66,
totaal,1966-1970,67,
totaal,1971-1975,16,7.45
totaal,1971-1975,17,15.5
totaal,1971-1975,18,25.5
totaal,1971-1975,19,35.65
totaal,1971-1975,20,44.25
totaal,1971-1975,21,52.3
totaal,1971-1975,22,59.6
totaal,1971-1975,23,66.45
totaal,1971-1975,24,72.25
totaal,1971-1975,25,77.8
totaal,1971-1975,26,81.65
totaal,1971-1975,27,82
totaal,1971-1975,28,82.6
totaal,1971-1975,29,82.35
totaal,1971-1975,30,81.6
totaal,1971-1975,31,81.3
totaal,1971-1975,32,82
totaal,1971-1975,33,82.65
totaal,1971-1975,34,83.6
totaal,1971-1975,35,83.55
totaal,1971-1975,36,84
totaal,1971-1975,37,83.7
totaal,1971-1975,38,82.55
totaal,1971-1975,39,
totaal,1971-1975,40,
totaal,1971-1975,41,
totaal,1971-1975,42,
totaal,1971-1975,43,
totaal,1971-1975,44,
totaal,1971-1975,45,
totaal,1971-1975,46,
totaal,1971-1975,47,
totaal,1971-1975,48,
totaal,1971-1975,49,
totaal,1971-1975,50,
totaal,1971-1975,51,
totaal,1971-1975,52,
totaal,1971-1975,53,
totaal,1971-1975,54,
totaal,1971-1975,55,
totaal,1971-1975,56,
totaal,1971-1975,57,
totaal,1971-1975,58,
totaal,1971-1975,59,
totaal,1971-1975,60,
totaal,1971-1975,61,
totaal,1971-1975,62,
totaal,1971-1975,63,
totaal,1971-1975,64,
totaal,1971-1975,65,
totaal,1971-1975,66,
totaal,1971-1975,67,
totaal,1976-1980,16,7.25
totaal,1976-1980,17,15.05
totaal,1976-1980,18,26.15
totaal,1976-1980,19,36.9
totaal,1976-1980,20,49.9
totaal,1976-1980,21,56.6
totaal,1976-1980,22,63
totaal,1976-1980,23,69.15
totaal,1976-1980,24,73.35
totaal,1976-1980,25,77.15
totaal,1976-1980,26,80.3
totaal,1976-1980,27,82.25
totaal,1976-1980,28,84.1
totaal,1976-1980,29,84.8
totaal,1976-1980,30,85.45
totaal,1976-1980,31,85.85
totaal,1976-1980,32,86.15
totaal,1976-1980,33,86.15
totaal,1976-1980,34,
totaal,1976-1980,35,
totaal,1976-1980,36,
totaal,1976-1980,37,
totaal,1976-1980,38,
totaal,1976-1980,39,
totaal,1976-1980,40,
totaal,1976-1980,41,
totaal,1976-1980,42,
totaal,1976-1980,43,
totaal,1976-1980,44,
totaal,1976-1980,45,
totaal,1976-1980,46,
totaal,1976-1980,47,
totaal,1976-1980,48,
totaal,1976-1980,49,
totaal,1976-1980,50,
totaal,1976-1980,51,
totaal,1976-1980,52,
totaal,1976-1980,53,
totaal,1976-1980,54,
totaal,1976-1980,55,
totaal,1976-1980,56,
totaal,1976-1980,57,
totaal,1976-1980,58,
totaal,1976-1980,59,
totaal,1976-1980,60,
totaal,1976-1980,61,
totaal,1976-1980,62,
totaal,1976-1980,63,
totaal,1976-1980,64,
totaal,1976-1980,65,
totaal,1976-1980,66,
totaal,1976-1980,67,
totaal,1981-1985,16,11.75
totaal,1981-1985,17,23.6
totaal,1981-1985,18,35.15
totaal,1981-1985,19,42.1
totaal,1981-1985,20,47.8
totaal,1981-1985,21,53.3
totaal,1981-1985,22,60.55
totaal,1981-1985,23,66.65
totaal,1981-1985,24,72.5
totaal,1981-1985,25,78.55
totaal,1981-1985,26,82.35
totaal,1981-1985,27,83.4
totaal,1981-1985,28,84.5
totaal,1981-1985,29,
totaal,1981-1985,30,
totaal,1981-1985,31,
totaal,1981-1985,32,
totaal,1981-1985,33,
totaal,1981-1985,34,
totaal,1981-1985,35,
totaal,1981-1985,36,
totaal,1981-1985,37,
totaal,1981-1985,38,
totaal,1981-1985,39,
totaal,1981-1985,40,
totaal,1981-1985,41,
totaal,1981-1985,42,
totaal,1981-1985,43,
totaal,1981-1985,44,
totaal,1981-1985,45,
totaal,1981-1985,46,
totaal,1981-1985,47,
totaal,1981-1985,48,
totaal,1981-1985,49,
totaal,1981-1985,50,
totaal,1981-1985,51,
totaal,1981-1985,52,
totaal,1981-1985,53,
totaal,1981-1985,54,
totaal,1981-1985,55,
totaal,1981-1985,56,
totaal,1981-1985,57,
totaal,1981-1985,58,
totaal,1981-1985,59,
totaal,1981-1985,60,
totaal,1981-1985,61,
totaal,1981-1985,62,
totaal,1981-1985,63,
totaal,1981-1985,64,
totaal,1981-1985,65,
totaal,1981-1985,66,
totaal,1981-1985,67,
totaal,1986-1990,16,10.7
totaal,1986-1990,17,20.75
totaal,1986-1990,18,30.65
totaal,1986-1990,19,38.5
totaal,1986-1990,20,45.75
totaal,1986-1990,21,53.2
totaal,1986-1990,22,57.9
totaal,1986-1990,23,63.2
totaal,1986-1990,24,
totaal,1986-1990,25,
totaal,1986-1990,26,
totaal,1986-1990,27,
totaal,1986-1990,28,
totaal,1986-1990,29,
totaal,1986-1990,30,
totaal,1986-1990,31,
totaal,1986-1990,32,
totaal,1986-1990,33,
totaal,1986-1990,34,
totaal,1986-1990,35,
totaal,1986-1990,36,
totaal,1986-1990,37,
totaal,1986-1990,38,
totaal,1986-1990,39,
totaal,1986-1990,40,
totaal,1986-1990,41,
totaal,1986-1990,42,
totaal,1986-1990,43,
totaal,1986-1990,44,
totaal,1986-1990,45,
totaal,1986-1990,46,
totaal,1986-1990,47,
totaal,1986-1990,48,
totaal,1986-1990,49,
totaal,1986-1990,50,
totaal,1986-1990,51,
totaal,1986-1990,52,
totaal,1986-1990,53,
totaal,1986-1990,54,
totaal,1986-1990,55,
totaal,1986-1990,56,
totaal,1986-1990,57,
totaal,1986-1990,58,
totaal,1986-1990,59,
totaal,1986-1990,60,
totaal,1986-1990,61,
totaal,1986-1990,62,
totaal,1986-1990,63,
totaal,1986-1990,64,
totaal,1986-1990,65,
totaal,1986-1990,66,
totaal,1986-1990,67,
