gender,age,year,prognosis
Male,10-15,2042,496285
Female,10-15,2042,472423
TOTAL,10-15,2042,968709
Male,15-20,2042,499695
Female,15-20,2042,476190
TOTAL,15-20,2042,975885
Male,20-25,2042,512501
Female,20-25,2042,499789
TOTAL,20-25,2042,1012290
Male,25-30,2042,522659
Female,25-30,2042,514293
TOTAL,25-30,2042,1036952
Male,30-35,2042,530280
Female,30-35,2042,524863
TOTAL,30-35,2042,1055143
Male,35-40,2042,550163
Female,35-40,2042,547822
TOTAL,35-40,2042,1097985
Male,40-45,2042,561724
Female,40-45,2042,563217
TOTAL,40-45,2042,1124942
Male,45-50,2042,543795
Female,45-50,2042,545682
TOTAL,45-50,2042,1089477
Male,50-55,2042,531806
Female,50-55,2042,536538
TOTAL,50-55,2042,1068343
Male,55-60,2042,485138
Female,55-60,2042,495023
TOTAL,55-60,2042,980161
Male,60-65,2042,465805
Female,60-65,2042,480783
TOTAL,60-65,2042,946588
Male,65-70,2042,467004
Female,65-70,2042,489823
TOTAL,65-70,2042,956827
Male,70-75,2042,518210
Female,70-75,2042,551736
TOTAL,70-75,2042,1069947
Male,75-80,2042,464221
Female,75-80,2042,512622
TOTAL,75-80,2042,976844
Male,80-85,2042,349898
Female,80-85,2042,420254
TOTAL,80-85,2042,770152
Male,85-90,2042,213614
Female,85-90,2042,289117
TOTAL,85-90,2042,502730
Male,90-95,2042,94839
Female,90-95,2042,155595
TOTAL,90-95,2042,250434
Male,95+,2042,22516
Female,95+,2042,50504
TOTAL,95+,2042,73020
Male,TOTAL,2042,8793260
Female,TOTAL,2042,9042879
TOTAL,TOTAL,2042,17836140
Male,00-05,2043,473420
Female,00-05,2043,450673
TOTAL,00-05,2043,924093
Male,05-10,2043,485955
Female,05-10,2043,462325
TOTAL,05-10,2043,948280
Male,10-15,2043,496003
Female,10-15,2043,472104
TOTAL,10-15,2043,968107
Male,15-20,2043,501001
Female,15-20,2043,477403
TOTAL,15-20,2043,978404
Male,20-25,2043,515517
Female,20-25,2043,502611
TOTAL,20-25,2043,1018128
Male,25-30,2043,524501
Female,25-30,2043,516019
TOTAL,25-30,2043,1040521
Male,30-35,2043,530471
Female,30-35,2043,524607
TOTAL,30-35,2043,1055077
Male,35-40,2043,541365
Female,35-40,2043,539878
TOTAL,35-40,2043,1081243
Male,40-45,2043,565756
Female,40-45,2043,566544
TOTAL,40-45,2043,1132300
Male,45-50,2043,541820
Female,45-50,2043,544556
TOTAL,45-50,2043,1086376
Male,50-55,2043,535318
Female,50-55,2043,540561
TOTAL,50-55,2043,1075879
Male,55-60,2043,492311
Female,55-60,2043,501273
TOTAL,55-60,2043,993584
Male,60-65,2043,466002
Female,60-65,2043,480803
TOTAL,60-65,2043,946805
Male,65-70,2043,451847
Female,65-70,2043,472991
TOTAL,65-70,2043,924839
Male,70-75,2043,510762
Female,70-75,2043,546360
TOTAL,70-75,2043,1057122
Male,75-80,2043,463740
Female,75-80,2043,511514
TOTAL,75-80,2043,975255
Male,80-85,2043,356518
Female,80-85,2043,427624
TOTAL,80-85,2043,784142
Male,85-90,2043,217503
Female,85-90,2043,293925
TOTAL,85-90,2043,511427
Male,90-95,2043,95291
Female,90-95,2043,155291
TOTAL,90-95,2043,250582
Male,95+,2043,24557
Female,95+,2043,54675
TOTAL,95+,2043,79231
Male,TOTAL,2043,8789658
Female,TOTAL,2043,9041735
TOTAL,TOTAL,2043,17831392
Male,00-05,2044,472237
Female,00-05,2044,449528
TOTAL,00-05,2044,921765
Male,05-10,2044,483687
Female,05-10,2044,460121
TOTAL,05-10,2044,943808
Male,10-15,2044,495300
Female,10-15,2044,471383
TOTAL,10-15,2044,966684
Male,15-20,2044,501972
Female,15-20,2044,478291
TOTAL,15-20,2044,980263
Male,20-25,2044,518251
Female,20-25,2044,505194
TOTAL,20-25,2044,1023445
Male,25-30,2044,526903
Female,25-30,2044,518292
TOTAL,25-30,2044,1045195
Male,30-35,2044,528839
Female,30-35,2044,523456
TOTAL,30-35,2044,1052295
Male,35-40,2044,534968
Female,35-40,2044,533401
TOTAL,35-40,2044,1068368
Male,40-45,2044,566165
Female,40-45,2044,566937
TOTAL,40-45,2044,1133102
Male,45-50,2044,543726
Female,45-50,2044,546274
TOTAL,45-50,2044,1090000
Male,50-55,2044,538583
Female,50-55,2044,544008
TOTAL,50-55,2044,1082591
Male,55-60,2044,499501
Female,55-60,2044,508081
TOTAL,55-60,2044,1007582
Male,60-65,2044,464730
Female,60-65,2044,479310
TOTAL,60-65,2044,944040
Male,65-70,2044,444902
Female,65-70,2044,465376
TOTAL,65-70,2044,910278
Male,70-75,2044,496139
Female,70-75,2044,532192
TOTAL,70-75,2044,1028331
Male,75-80,2044,462028
Female,75-80,2044,510283
TOTAL,75-80,2044,972311
Male,80-85,2044,363498
Female,80-85,2044,434731
TOTAL,80-85,2044,798229
Male,85-90,2044,222377
Female,85-90,2044,299819
TOTAL,85-90,2044,522196
Male,90-95,2044,96191
Female,90-95,2044,156291
TOTAL,90-95,2044,252482
Male,95+,2044,25683
Female,95+,2044,56859
TOTAL,95+,2044,82542
Male,TOTAL,2044,8785681
Female,TOTAL,2044,9039826
TOTAL,TOTAL,2044,17825506
Male,00-05,2045,471462
Female,00-05,2045,448768
TOTAL,00-05,2045,920230
Male,05-10,2045,481442
Female,05-10,2045,457966
TOTAL,05-10,2045,939408
Male,10-15,2045,494149
Female,10-15,2045,470228
TOTAL,10-15,2045,964377
Male,15-20,2045,502659
Female,15-20,2045,478912
TOTAL,15-20,2045,981571
Male,20-25,2045,520649
Female,20-25,2045,507467
TOTAL,20-25,2045,1028116
Male,25-30,2045,529692
Female,25-30,2045,520935
TOTAL,25-30,2045,1050626
Male,30-35,2045,527491
Female,30-35,2045,521956
TOTAL,30-35,2045,1049447
Male,35-40,2045,531767
Female,35-40,2045,530151
TOTAL,35-40,2045,1061918
Male,40-45,2045,562464
Female,40-45,2045,564124
TOTAL,40-45,2045,1126588
Male,45-50,2045,546114
Female,45-50,2045,548402
TOTAL,45-50,2045,1094516
Male,50-55,2045,541353
Female,50-55,2045,546324
TOTAL,50-55,2045,1087676
Male,55-60,2045,505200
Female,55-60,2045,514300
TOTAL,55-60,2045,1019500
Male,60-65,2045,466021
Female,60-65,2045,480168
TOTAL,60-65,2045,946189
Male,65-70,2045,440898
Female,65-70,2045,460898
TOTAL,65-70,2045,901796
Male,70-75,2045,474621
Female,70-75,2045,510213
TOTAL,70-75,2045,984834
Male,75-80,2045,463650
Female,75-80,2045,512262
TOTAL,75-80,2045,975912
Male,80-85,2045,369802
Female,80-85,2045,441064
TOTAL,80-85,2045,810867
Male,85-90,2045,227929
Female,85-90,2045,306806
TOTAL,85-90,2045,534735
Male,90-95,2045,97823
Female,90-95,2045,158374
TOTAL,90-95,2045,256196
Male,95+,2045,26279
Female,95+,2045,58021
TOTAL,95+,2045,84300
Male,TOTAL,2045,8781464
Female,TOTAL,2045,9037339
TOTAL,TOTAL,2045,17818802
Male,00-05,2046,471092
Female,00-05,2046,448403
TOTAL,00-05,2046,919496
Male,05-10,2046,479351
Female,05-10,2046,455947
TOTAL,05-10,2046,935298
Male,10-15,2046,492581
Female,10-15,2046,468674
TOTAL,10-15,2046,961255
Male,15-20,2046,503034
Female,15-20,2046,479239
TOTAL,15-20,2046,982273
Male,20-25,2046,522672
Female,20-25,2046,509388
TOTAL,20-25,2046,1032060
Male,25-30,2046,532728
Female,25-30,2046,523827
TOTAL,25-30,2046,1056555
Male,30-35,2046,527379
Female,30-35,2046,521876
TOTAL,30-35,2046,1049255
Male,35-40,2046,530122
Female,35-40,2046,528618
TOTAL,35-40,2046,1058739
Male,40-45,2046,554701
Female,40-45,2046,555968
TOTAL,40-45,2046,1110669
Male,45-50,2046,552275
Female,45-50,2046,555157
TOTAL,45-50,2046,1107431
Male,50-55,2046,538098
Female,50-55,2046,543460
TOTAL,50-55,2046,1081558
Male,55-60,2046,513456
Female,55-60,2046,521880
TOTAL,55-60,2046,1035336
Male,60-65,2046,466135
Female,60-65,2046,480185
TOTAL,60-65,2046,946320
Male,65-70,2046,443004
Female,65-70,2046,462757
TOTAL,65-70,2046,905762
Male,70-75,2046,452635
Female,70-75,2046,487115
TOTAL,70-75,2046,939749
Male,75-80,2046,464088
Female,75-80,2046,513850
TOTAL,75-80,2046,977938
Male,80-85,2046,374181
Female,80-85,2046,445195
TOTAL,80-85,2046,819376
Male,85-90,2046,233261
Female,85-90,2046,312836
TOTAL,85-90,2046,546097
Male,90-95,2046,99709
Female,90-95,2046,161380
TOTAL,90-95,2046,261089
Male,95+,2046,26631
Female,95+,2046,58660
TOTAL,95+,2046,85291
Male,TOTAL,2046,8777132
Female,TOTAL,2046,9034414
TOTAL,TOTAL,2046,17811546
Male,00-05,2047,471135
Female,00-05,2047,448436
TOTAL,00-05,2047,919571
Male,05-10,2047,477497
Female,05-10,2047,454157
TOTAL,05-10,2047,931655
Male,10-15,2047,490653
Female,10-15,2047,466786
TOTAL,10-15,2047,957439
Male,15-20,2047,503127
Female,15-20,2047,479285
TOTAL,15-20,2047,982412
Male,20-25,2047,524355
Female,20-25,2047,510999
TOTAL,20-25,2047,1035354
Male,25-30,2047,535784
Female,25-30,2047,526757
TOTAL,25-30,2047,1062541
Male,30-35,2047,528328
Female,30-35,2047,522784
TOTAL,30-35,2047,1051112
Male,35-40,2047,528684
Female,35-40,2047,527596
TOTAL,35-40,2047,1056279
Male,40-45,2047,547347
Female,40-45,2047,548311
TOTAL,40-45,2047,1095658
Male,45-50,2047,556904
Female,45-50,2047,560922
TOTAL,45-50,2047,1117826
Male,50-55,2047,535320
Female,50-55,2047,539598
TOTAL,50-55,2047,1074918
Male,55-60,2047,519241
Female,55-60,2047,527280
TOTAL,55-60,2047,1046520
Male,60-65,2047,469923
Female,60-65,2047,483626
TOTAL,60-65,2047,953549
Male,65-70,2047,443900
Female,65-70,2047,464858
TOTAL,65-70,2047,908758
Male,70-75,2047,434874
Female,70-75,2047,467544
TOTAL,70-75,2047,902419
Male,75-80,2047,462167
Female,75-80,2047,512554
TOTAL,75-80,2047,974721
Male,80-85,2047,375346
Female,80-85,2047,445623
TOTAL,80-85,2047,820969
Male,85-90,2047,238991
Female,85-90,2047,320017
TOTAL,85-90,2047,559008
Male,90-95,2047,102279
Female,90-95,2047,164974
TOTAL,90-95,2047,267253
Male,95+,2047,26944
Female,95+,2047,59148
TOTAL,95+,2047,86092
Male,TOTAL,2047,8772799
Female,TOTAL,2047,9031254
TOTAL,TOTAL,2047,17804052
Male,00-05,2048,471574
Female,00-05,2048,448843
TOTAL,00-05,2048,920417
Male,05-10,2048,475956
Female,05-10,2048,452660
TOTAL,05-10,2048,928615
Male,10-15,2048,488496
Female,10-15,2048,464689
TOTAL,10-15,2048,953185
Male,15-20,2048,502819
Female,15-20,2048,478957
TOTAL,15-20,2048,981776
Male,20-25,2048,525678
Female,20-25,2048,512259
TOTAL,20-25,2048,1037936
Male,25-30,2048,538752
Female,25-30,2048,529608
TOTAL,25-30,2048,1068360
Male,30-35,2048,530125
Female,30-35,2048,524501
TOTAL,30-35,2048,1054626
Male,35-40,2048,528864
Female,35-40,2048,527366
TOTAL,35-40,2048,1056230
Male,40-45,2048,538774
Female,40-45,2048,540518
TOTAL,40-45,2048,1079292
Male,45-50,2048,560860
Female,45-50,2048,564232
TOTAL,45-50,2048,1125092
Male,50-55,2048,533425
Female,50-55,2048,538535
TOTAL,50-55,2048,1071961
Male,55-60,2048,522715
Female,55-60,2048,531277
TOTAL,55-60,2048,1053992
Male,60-65,2048,476998
Female,60-65,2048,489825
TOTAL,60-65,2048,966823
Male,65-70,2048,444241
Female,65-70,2048,464972
TOTAL,65-70,2048,909213
Male,70-75,2048,421150
Female,70-75,2048,451704
TOTAL,70-75,2048,872854
Male,75-80,2048,455842
Female,75-80,2048,507722
TOTAL,75-80,2048,963564
Male,80-85,2048,375627
Female,80-85,2048,445152
TOTAL,80-85,2048,820779
Male,85-90,2048,244360
Female,85-90,2048,326424
TOTAL,85-90,2048,570783
Male,90-95,2048,104747
Female,90-95,2048,168492
TOTAL,90-95,2048,273239
Male,95+,2048,27550
Female,95+,2048,60215
TOTAL,95+,2048,87765
Male,TOTAL,2048,8768552
Female,TOTAL,2048,9027950
TOTAL,TOTAL,2048,17796502
Male,00-05,2049,472366
Female,00-05,2049,449582
TOTAL,00-05,2049,921948
Male,05-10,2049,474785
Female,05-10,2049,451524
TOTAL,05-10,2049,926308
Male,10-15,2049,486234
Female,10-15,2049,462495
TOTAL,10-15,2049,948729
Male,15-20,2049,502105
Female,15-20,2049,478222
TOTAL,15-20,2049,980327
Male,20-25,2049,526660
Female,20-25,2049,513196
TOTAL,20-25,2049,1039856
Male,25-30,2049,541456
Female,25-30,2049,532223
TOTAL,25-30,2049,1073679
Male,30-35,2049,532465
Female,30-35,2049,526745
TOTAL,30-35,2049,1059210
Male,35-40,2049,527285
Female,35-40,2049,526260
TOTAL,35-40,2049,1053544
Male,40-45,2049,532525
Female,40-45,2049,534150
TOTAL,40-45,2049,1066675
Male,45-50,2049,561281
Female,45-50,2049,564654
TOTAL,45-50,2049,1125934
Male,50-55,2049,535315
Female,50-55,2049,540268
TOTAL,50-55,2049,1075583
Male,55-60,2049,525939
Female,55-60,2049,534716
TOTAL,55-60,2049,1060655
Male,60-65,2049,484064
Female,60-65,2049,496555
TOTAL,60-65,2049,980619
Male,65-70,2049,443190
Female,65-70,2049,463625
TOTAL,65-70,2049,906815
Male,70-75,2049,415036
Female,70-75,2049,444651
TOTAL,70-75,2049,859687
Male,75-80,2049,443024
Female,75-80,2049,494651
TOTAL,75-80,2049,937675
Male,80-85,2049,375010
Female,80-85,2049,444646
TOTAL,80-85,2049,819656
Male,85-90,2049,250032
Female,85-90,2049,332651
TOTAL,85-90,2049,582683
Male,90-95,2049,107636
Female,90-95,2049,172582
TOTAL,90-95,2049,280218
Male,95+,2049,28056
Female,95+,2049,61170
TOTAL,95+,2049,89226
Male,TOTAL,2049,8764464
Female,TOTAL,2049,9024564
TOTAL,TOTAL,2049,17789028
Male,00-05,2050,473445
Female,00-05,2050,450600
TOTAL,00-05,2050,924045
Male,05-10,2050,474015
Female,05-10,2050,450768
TOTAL,05-10,2050,924783
Male,10-15,2050,483996
Female,10-15,2050,460339
TOTAL,10-15,2050,944335
Male,15-20,2050,500952
Female,15-20,2050,477056
TOTAL,15-20,2050,978008
Male,20-25,2050,527361
Female,20-25,2050,513857
TOTAL,20-25,2050,1041218
Male,25-30,2050,543836
Female,25-30,2050,534535
TOTAL,25-30,2050,1078370
Male,30-35,2050,535191
Female,30-35,2050,529358
TOTAL,30-35,2050,1064549
Male,35-40,2050,525983
Female,35-40,2050,524812
TOTAL,35-40,2050,1050795
Male,40-45,2050,529399
Female,40-45,2050,530965
TOTAL,40-45,2050,1060364
Male,45-50,2050,557673
Female,45-50,2050,561911
TOTAL,45-50,2050,1119584
Male,50-55,2050,537676
Female,50-55,2050,542395
TOTAL,50-55,2050,1080071
Male,55-60,2050,528682
Female,55-60,2050,537043
TOTAL,55-60,2050,1065725
Male,60-65,2050,489687
Female,60-65,2050,502723
TOTAL,60-65,2050,992410
Male,65-70,2050,444599
Female,65-70,2050,464547
TOTAL,65-70,2050,909146
Male,70-75,2050,411633
Female,70-75,2050,440596
TOTAL,70-75,2050,852229
Male,75-80,2050,424224
Female,75-80,2050,474416
TOTAL,75-80,2050,898640
Male,80-85,2050,377388
Female,80-85,2050,447188
TOTAL,80-85,2050,824576
Male,85-90,2050,255271
Female,85-90,2050,338370
TOTAL,85-90,2050,593641
Male,90-95,2050,110897
Female,90-95,2050,177361
TOTAL,90-95,2050,288257
Male,95+,2050,28663
Female,95+,2050,62275
TOTAL,95+,2050,90938
Male,TOTAL,2050,8760568
Female,TOTAL,2050,9021114
TOTAL,TOTAL,2050,17781682
Male,00-05,2051,474753
Female,00-05,2051,451837
TOTAL,00-05,2051,926590
Male,05-10,2051,473656
Female,05-10,2051,450406
TOTAL,05-10,2051,924062
Male,10-15,2051,481914
Female,10-15,2051,458324
TOTAL,10-15,2051,940237
Male,15-20,2051,499380
Female,15-20,2051,475495
TOTAL,15-20,2051,974875
Male,20-25,2051,527754
Female,20-25,2051,514235
TOTAL,20-25,2051,1041989
Male,25-30,2051,545844
Female,25-30,2051,536498
TOTAL,25-30,2051,1082342
Male,30-35,2051,538157
Female,30-35,2051,532218
TOTAL,30-35,2051,1070374
Male,35-40,2051,525900
Female,35-40,2051,524759
TOTAL,35-40,2051,1050660
Male,40-45,2051,527788
Female,40-45,2051,529469
TOTAL,40-45,2051,1057258
Male,45-50,2051,550099
Female,45-50,2051,553897
TOTAL,45-50,2051,1103996
Male,50-55,2051,543718
Female,50-55,2051,549071
TOTAL,50-55,2051,1092789
Male,55-60,2051,525562
Female,55-60,2051,534281
TOTAL,55-60,2051,1059843
Male,60-65,2051,497786
Female,60-65,2051,510220
TOTAL,60-65,2051,1008006
Male,65-70,2051,444912
Female,65-70,2051,464695
TOTAL,65-70,2051,909606
Male,70-75,2051,413906
Female,70-75,2051,442582
TOTAL,70-75,2051,856488
Male,75-80,2051,405030
Female,75-80,2051,453193
TOTAL,75-80,2051,858222
Male,80-85,2051,378544
Female,80-85,2051,449175
TOTAL,80-85,2051,827719
Male,85-90,2051,259009
Female,85-90,2051,342182
TOTAL,85-90,2051,601191
Male,90-95,2051,113929
Female,90-95,2051,181494
TOTAL,90-95,2051,295422
Male,95+,2051,29280
Female,95+,2051,63610
TOTAL,95+,2051,92890
Male,TOTAL,2051,8756921
Female,TOTAL,2051,9017638
TOTAL,TOTAL,2051,17774558
Male,00-05,2052,476221
Female,00-05,2052,453225
TOTAL,00-05,2052,929446
Male,05-10,2052,473714
Female,05-10,2052,450435
TOTAL,05-10,2052,924149
Male,10-15,2052,480074
Female,10-15,2052,456533
TOTAL,10-15,2052,936607
Male,15-20,2052,497455
Female,15-20,2052,473603
TOTAL,15-20,2052,971058
Male,20-25,2052,527870
Female,20-25,2052,514337
TOTAL,20-25,2052,1042206
Male,25-30,2052,547529
Female,25-30,2052,538155
TOTAL,25-30,2052,1085684
Male,30-35,2052,541141
Female,30-35,2052,535109
TOTAL,30-35,2052,1076250
Male,35-40,2052,526846
Female,35-40,2052,525676
TOTAL,35-40,2052,1052522
Male,40-45,2052,526389
Female,40-45,2052,528478
TOTAL,40-45,2052,1054867
Male,45-50,2052,542920
Female,45-50,2052,546364
TOTAL,45-50,2052,1089283
Male,50-55,2052,548262
Female,50-55,2052,554769
TOTAL,50-55,2052,1103030
Male,55-60,2052,522897
Female,55-60,2052,530536
TOTAL,55-60,2052,1053432
Male,60-65,2052,503490
Female,60-65,2052,515585
TOTAL,60-65,2052,1019075
Male,65-70,2052,448732
Female,65-70,2052,468175
TOTAL,65-70,2052,916907
Male,70-75,2052,415010
Female,70-75,2052,444763
TOTAL,70-75,2052,859772
Male,75-80,2052,389677
Female,75-80,2052,435305
TOTAL,75-80,2052,824981
Male,80-85,2052,377477
Female,80-85,2052,448382
TOTAL,80-85,2052,825860
Male,85-90,2052,260504
Female,85-90,2052,343194
TOTAL,85-90,2052,603699
Male,90-95,2052,117278
Female,90-95,2052,186422
TOTAL,90-95,2052,303700
Male,95+,2052,30096
Female,95+,2052,65114
TOTAL,95+,2052,95210
Male,TOTAL,2052,8753579
Female,TOTAL,2052,9014159
TOTAL,TOTAL,2052,17767738
Male,00-05,2053,477773
Female,00-05,2053,454696
TOTAL,00-05,2053,932469
Male,05-10,2053,474164
Female,05-10,2053,450834
TOTAL,05-10,2053,924998
Male,10-15,2053,478538
Female,10-15,2053,455040
TOTAL,10-15,2053,933577
Male,15-20,2053,495309
Female,15-20,2053,471505
TOTAL,15-20,2053,966814
Male,20-25,2053,527592
Female,20-25,2053,514063
TOTAL,20-25,2053,1041655
Male,25-30,2053,548862
Female,25-30,2053,539476
TOTAL,25-30,2053,1088338
Male,30-35,2053,544036
Female,30-35,2053,537921
TOTAL,30-35,2053,1081956
Male,35-40,2053,528616
Female,35-40,2053,527389
TOTAL,35-40,2053,1056006
Male,40-45,2053,526576
Female,40-45,2053,528277
TOTAL,40-45,2053,1054853
Male,45-50,2053,534548
Female,45-50,2053,538695
TOTAL,45-50,2053,1073243
Male,50-55,2053,552151
Female,50-55,2053,558043
TOTAL,50-55,2053,1110194
Male,55-60,2053,521092
Female,55-60,2053,529534
TOTAL,55-60,2053,1050625
Male,60-65,2053,506941
Female,60-65,2053,519571
TOTAL,60-65,2053,1026511
Male,65-70,2053,455677
Female,65-70,2053,474324
TOTAL,65-70,2053,930001
Male,70-75,2053,415550
Female,70-75,2053,445015
TOTAL,70-75,2053,860564
Male,75-80,2053,377899
Female,75-80,2053,420915
TOTAL,75-80,2053,798814
Male,80-85,2053,372567
Female,80-85,2053,444310
TOTAL,80-85,2053,816877
Male,85-90,2053,261396
Female,85-90,2053,343537
TOTAL,85-90,2053,604933
Male,90-95,2053,120379
Female,90-95,2053,190830
TOTAL,90-95,2053,311209
Male,95+,2053,30944
Female,95+,2053,66782
TOTAL,95+,2053,97726
Male,TOTAL,2053,8750608
Female,TOTAL,2053,9010757
TOTAL,TOTAL,2053,17761366
Male,00-05,2054,479354
Female,00-05,2054,456191
TOTAL,00-05,2054,935544
Male,05-10,2054,474955
Female,05-10,2054,451563
TOTAL,05-10,2054,926519
Male,10-15,2054,477372
Female,10-15,2054,453899
TOTAL,10-15,2054,931271
Male,15-20,2054,493054
Female,15-20,2054,469311
TOTAL,15-20,2054,962365
Male,20-25,2054,526906
Female,20-25,2054,513386
TOTAL,20-25,2054,1040291
Male,25-30,2054,549861
Female,25-30,2054,540480
TOTAL,25-30,2054,1090340
Male,30-35,2054,546678
Female,30-35,2054,540500
TOTAL,30-35,2054,1087178
Male,35-40,2054,530911
Female,35-40,2054,529616
TOTAL,35-40,2054,1060527
Male,40-45,2054,525048
Female,40-45,2054,527211
TOTAL,40-45,2054,1052259
Male,45-50,2054,528440
Female,45-50,2054,532432
TOTAL,45-50,2054,1060873
Male,50-55,2054,552578
Female,50-55,2054,558478
TOTAL,50-55,2054,1111056
Male,55-60,2054,522977
Female,55-60,2054,531282
TOTAL,55-60,2054,1054259
Male,60-65,2054,510144
Female,60-65,2054,523009
TOTAL,60-65,2054,1033153
Male,65-70,2054,462584
Female,65-70,2054,480981
TOTAL,65-70,2054,943565
Male,70-75,2054,414780
Female,70-75,2054,443867
TOTAL,70-75,2054,858647
Male,75-80,2054,372888
Female,75-80,2054,414679
TOTAL,75-80,2054,787567
Male,80-85,2054,362216
Female,80-85,2054,432901
TOTAL,80-85,2054,795117
Male,85-90,2054,261786
Female,85-90,2054,343972
TOTAL,85-90,2054,605758
Male,90-95,2054,123690
Female,90-95,2054,195149
TOTAL,90-95,2054,318839
Male,95+,2054,31868
Female,95+,2054,68584
TOTAL,95+,2054,100452
Male,TOTAL,2054,8748088
Female,TOTAL,2054,9007491
TOTAL,TOTAL,2054,17755580
Male,00-05,2055,480903
Female,00-05,2055,457653
TOTAL,00-05,2055,938556
Male,05-10,2055,476029
Female,05-10,2055,452572
TOTAL,05-10,2055,928601
Male,10-15,2055,476607
Female,10-15,2055,453137
TOTAL,10-15,2055,929744
Male,15-20,2055,490818
Female,15-20,2055,467158
TOTAL,15-20,2055,957976
Male,20-25,2055,525791
Female,20-25,2055,512286
TOTAL,20-25,2055,1038077
Male,25-30,2055,550588
Female,25-30,2055,541212
TOTAL,25-30,2055,1091800
Male,30-35,2055,548995
Female,30-35,2055,542775
TOTAL,30-35,2055,1091770
Male,35-40,2055,533587
Female,35-40,2055,532203
TOTAL,35-40,2055,1065790
Male,40-45,2055,523795
Female,40-45,2055,525801
TOTAL,40-45,2055,1049596
Male,45-50,2055,525395
Female,45-50,2055,529313
TOTAL,45-50,2055,1054708
Male,50-55,2055,549058
Female,50-55,2055,555790
TOTAL,50-55,2055,1104848
Male,55-60,2055,525311
Female,55-60,2055,533426
TOTAL,55-60,2055,1058737
Male,60-65,2055,512885
Female,60-65,2055,525358
TOTAL,60-65,2055,1038242
Male,65-70,2055,468120
Female,65-70,2055,487102
TOTAL,65-70,2055,955221
Male,70-75,2055,416325
Female,70-75,2055,444892
TOTAL,70-75,2055,861217
Male,75-80,2055,370284
Female,75-80,2055,411221
TOTAL,75-80,2055,781505
Male,80-85,2055,347315
Female,80-85,2055,415480
TOTAL,80-85,2055,762795
Male,85-90,2055,264580
Female,85-90,2055,347107
TOTAL,85-90,2055,611687
Male,90-95,2055,126820
Female,90-95,2055,199279
TOTAL,90-95,2055,326100
Male,95+,2055,32916
Female,95+,2055,70679
TOTAL,95+,2055,103596
Male,TOTAL,2055,8746122
Female,TOTAL,2055,9004442
TOTAL,TOTAL,2055,17750564
Male,00-05,2056,482361
Female,00-05,2056,459031
TOTAL,00-05,2056,941392
Male,05-10,2056,477331
Female,05-10,2056,453797
TOTAL,05-10,2056,931129
Male,10-15,2056,476253
Female,10-15,2056,452763
TOTAL,10-15,2056,929016
Male,15-20,2056,488732
Female,15-20,2056,465147
TOTAL,15-20,2056,953879
Male,20-25,2056,524265
Female,20-25,2056,510786
TOTAL,20-25,2056,1035051
Male,25-30,2056,551010
Female,25-30,2056,541660
TOTAL,25-30,2056,1092670
Male,30-35,2056,550960
Female,30-35,2056,544711
TOTAL,30-35,2056,1095670
Male,35-40,2056,536484
Female,35-40,2056,535026
TOTAL,35-40,2056,1071511
Male,40-45,2056,523741
Female,40-45,2056,525767
TOTAL,40-45,2056,1049508
Male,45-50,2056,523827
Female,45-50,2056,527860
TOTAL,45-50,2056,1051687
Male,50-55,2056,541662
Female,50-55,2056,547916
TOTAL,50-55,2056,1089577
Male,55-60,2056,531223
Female,55-60,2056,540028
TOTAL,55-60,2056,1071251
Male,60-65,2056,509949
Female,60-65,2056,522736
TOTAL,60-65,2056,1032685
Male,65-70,2056,476040
Female,65-70,2056,494518
TOTAL,65-70,2056,970558
Male,70-75,2056,416881
Female,70-75,2056,445212
TOTAL,70-75,2056,862093
Male,75-80,2056,372761
Female,75-80,2056,413382
TOTAL,75-80,2056,786144
Male,80-85,2056,332183
Female,80-85,2056,397294
TOTAL,80-85,2056,729478
Male,85-90,2056,266278
Female,85-90,2056,349537
TOTAL,85-90,2056,615815
Male,90-95,2056,128987
Female,90-95,2056,201991
TOTAL,90-95,2056,330979
Male,95+,2056,33863
Female,95+,2056,72522
TOTAL,95+,2056,106384
Male,TOTAL,2056,8744792
Female,TOTAL,2056,9001684
TOTAL,TOTAL,2056,17746476
Male,00-05,2057,483688
Female,00-05,2057,460279
TOTAL,00-05,2057,943967
Male,05-10,2057,478792
Female,05-10,2057,455172
TOTAL,05-10,2057,933965
Male,10-15,2057,476308
Female,10-15,2057,452781
TOTAL,10-15,2057,929088
Male,15-20,2057,486897
Female,15-20,2057,463362
TOTAL,15-20,2057,950260
Male,20-25,2057,522385
Female,20-25,2057,508968
TOTAL,20-25,2057,1031353
Male,25-30,2057,551158
Female,25-30,2057,541827
TOTAL,25-30,2057,1092985
Male,30-35,2057,552607
Female,30-35,2057,546346
TOTAL,30-35,2057,1098953
Male,35-40,2057,539402
Female,35-40,2057,537883
TOTAL,35-40,2057,1077285
Male,40-45,2057,524689
Female,40-45,2057,526684
TOTAL,40-45,2057,1051373
Male,45-50,2057,522467
Female,45-50,2057,526908
TOTAL,45-50,2057,1049376
Male,50-55,2057,534653
Female,50-55,2057,540517
TOTAL,50-55,2057,1075169
Male,55-60,2057,535675
Female,55-60,2057,545664
TOTAL,55-60,2057,1081339
Male,60-65,2057,507449
Female,60-65,2057,519153
TOTAL,60-65,2057,1026602
Male,65-70,2057,481660
Female,65-70,2057,499859
TOTAL,65-70,2057,981519
Male,70-75,2057,420741
Female,70-75,2057,448755
