"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"Landbouw, visserij en dienstverlening";"PJ";"0.03";"0.03"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2002";"G-U Dienstverlening";"PJ";"0.03";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Nederland totaal";"PJ";"-0.09";"-0.09"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Energiesector";"PJ";"-12.46";"-12.46"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"192 Aardolie-industrie";"PJ";"-12.46";"-12.46"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Totaal energieafnemers";"PJ";"12.37";"12.37"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Nijverheid (geen energiesector)";"PJ";"12.34";"12.34"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"F Bouwnijverheid";"PJ";"12.34";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Landbouw, visserij en dienstverlening";"PJ";"0.02";"0.02"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2003";"G-U Dienstverlening";"PJ";"0.02";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Nederland totaal";"PJ";"-1.38";"-1.38"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Energiesector";"PJ";"-16.89";"-16.89"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"192 Aardolie-industrie";"PJ";"-16.89";"-16.89"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Totaal energieafnemers";"PJ";"15.52";"15.52"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Nijverheid (geen energiesector)";"PJ";"15.55";"15.55"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"F Bouwnijverheid";"PJ";"15.55";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Landbouw, visserij en dienstverlening";"PJ";"-0.03";"-0.03"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2004";"G-U Dienstverlening";"PJ";"-0.03";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Nederland totaal";"PJ";"3.33";"3.33"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Energiesector";"PJ";"-12.33";"-12.33"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"192 Aardolie-industrie";"PJ";"-12.33";"-12.33"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Totaal energieafnemers";"PJ";"15.66";"15.66"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Nijverheid (geen energiesector)";"PJ";"15.69";"15.69"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"F Bouwnijverheid";"PJ";"15.69";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Landbouw, visserij en dienstverlening";"PJ";"-0.03";"-0.03"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2005";"G-U Dienstverlening";"PJ";"-0.03";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Nederland totaal";"PJ";"2.51";"2.51"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Energiesector";"PJ";"-13.08";"-13.08"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"192 Aardolie-industrie";"PJ";"-13.08";"-13.08"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Totaal energieafnemers";"PJ";"15.58";"15.58"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Nijverheid (geen energiesector)";"PJ";"15.58";"15.58"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"2015 Kunstmestindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Chemische en farmaceutische producten";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"23 Bouwmaterialenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"24 Basismetaalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"IJzer- en staalindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Non-ferrometalenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"25-28 Metaalproducten/machine-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"29-30 Transportmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"31-33 Overige industrie en reparatie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"F Bouwnijverheid";"PJ";"15.58";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Vervoer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Railverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Wegverkeer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Scheepvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Luchtvaart";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Landbouw, visserij en dienstverlening";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"E Waterbedrijven en afvalbeheer";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2006";"G-U Dienstverlening";"PJ";"-";"."
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Nederland totaal";"PJ";"-1.16";"-1.16"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Energiesector";"PJ";"-15.66";"-15.66"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"192 Aardolie-industrie";"PJ";"-15.66";"-15.66"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"35 Energiebedrijven";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Totaal energieafnemers";"PJ";"14.50";"14.50"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Nijverheid (geen energiesector)";"PJ";"14.47";"14.47"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"16 Houtindustrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"17-18 Papier- en grafische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"20-21 Chemie en farmaceutische industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"Basischemie zonder 2013-2015";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"2013 Overige anorganische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"2014 Overige organische basischemie";"PJ";"-";"-"
"Energiedragers in petajoule";"Aardoliegrondstoffen en -producten";"Aardolieproducten";"Bitumen";"2007";"2015 Kunstmestindustrie";"PJ";"-";"-"
