"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Landbouw, visserij en dienstverlening";"PJ";"11.64";"11.64"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Landbouw";"PJ";"1.13";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"E Waterbedrijven en afvalbeheer";"PJ";"6.32";"6.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2010";"G-U Dienstverlening";"PJ";"4.19";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Nederland totaal";"PJ";"62.78";"62.78"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Energiesector";"PJ";"37.10";"37.10"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"192 Aardolie-industrie";"PJ";"5.40";"5.40"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"35 Energiebedrijven";"PJ";"31.70";"31.70"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Totaal energieafnemers";"PJ";"25.68";"25.68"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Nijverheid (geen energiesector)";"PJ";"3.86";"3.86"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Particuliere huishoudens";"PJ";"9.32";"9.32"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Landbouw, visserij en dienstverlening";"PJ";"12.51";"12.51"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Landbouw";"PJ";"1.11";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"E Waterbedrijven en afvalbeheer";"PJ";"6.90";"6.90"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Vaste en vloeibare biomassa";"2011**";"G-U Dienstverlening";"PJ";"4.50";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Nederland totaal";"PJ";"5.53";"5.53"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Energiesector";"PJ";"1.30";"1.30"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"35 Energiebedrijven";"PJ";"1.30";"1.30"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Totaal energieafnemers";"PJ";"4.23";"4.23"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Nijverheid (geen energiesector)";"PJ";"0.90";"0.90"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Landbouw, visserij en dienstverlening";"PJ";"3.33";"3.33"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"E Waterbedrijven en afvalbeheer";"PJ";"2.75";"2.75"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1995";"G-U Dienstverlening";"PJ";"0.57";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Nederland totaal";"PJ";"5.91";"5.91"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Energiesector";"PJ";"1.52";"1.52"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"35 Energiebedrijven";"PJ";"1.52";"1.52"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Totaal energieafnemers";"PJ";"4.39";"4.39"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Nijverheid (geen energiesector)";"PJ";"0.93";"0.93"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"16 Houtindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"17-18 Papier- en grafische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"20-21 Chemie en farmaceutische industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Basischemie zonder 2013-2015";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"2013 Overige anorganische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"2014 Overige organische basischemie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"2015 Kunstmestindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Chemische en farmaceutische producten";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"23 Bouwmaterialenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"24 Basismetaalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"IJzer- en staalindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Non-ferrometalenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"25-28 Metaalproducten/machine-industrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"29-30 Transportmiddelenindustrie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"31-33 Overige industrie en reparatie";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"F Bouwnijverheid";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Vervoer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Railverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Wegverkeer";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Scheepvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Luchtvaart";"PJ";"-";" "
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Particuliere huishoudens";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Landbouw, visserij en dienstverlening";"PJ";"3.46";"3.46"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Landbouw";"PJ";"-";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"E Waterbedrijven en afvalbeheer";"PJ";"2.85";"2.85"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1996";"G-U Dienstverlening";"PJ";"0.61";"."
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"Nederland totaal";"PJ";"5.79";"5.79"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"Energiesector";"PJ";"1.46";"1.46"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"06 Winning van aardolie en aardgas";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"Cokesfabrieken";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"192 Aardolie-industrie";"PJ";"-";"-"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"35 Energiebedrijven";"PJ";"1.46";"1.46"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"Totaal energieafnemers";"PJ";"4.33";"4.33"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"Nijverheid (geen energiesector)";"PJ";"0.87";"0.87"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"x";"x"
"Energiedragers in petajoule";"Hernieuwbare energie";"Biomassa";"Biogas";"1997";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"x";"x"
