var;year;total_total;total_00_05;total_05_10;total_10_15;total_15_20;total_20_25;total_25_30;total_30_35;total_35_40;total_40_45;total_45_50;total_50_55;total_55_60;total_60_65;total_65_70;total_70_75;total_75_80;total_80_85;total_85_90;total_90_95;total_95_00;male_total;male_00_05;male_05_10;male_10_15;male_15_20;male_20_25;male_25_30;male_30_35;male_35_40;male_40_45;male_45_50;male_50_55;male_55_60;male_60_65;male_65_70;male_70_75;male_75_80;male_80_85;male_85_90;male_90_95;male_95_00;female_total;female_00_05;female_05_10;female_10_15;female_15_20;female_20_25;female_25_30;female_30_35;female_35_40;female_40_45;female_45_50;female_50_55;female_55_60;female_60_65;female_65_70;female_70_75;female_75_80;female_80_85;female_85_90;female_90_95;female_95_00
Ondergrens 95%-prognose-interval;2025;16588839;782230;804419;843737;913353;1021619;1012687;1022808;982783;951013;954560;1115856;1205807;1171112;1029866;888624;789025;462307;241028;86380;16498;8188495;400511;411707;431406;466874;518292;513160;515619;490993;471115;472109;551309;599875;580121;504446;428560;368155;200580;90902;25765;3393;8408303;381719;392712;412330;446479;503551;499442;507424;492547;479356;482308;564541;605455;590262;525451;460191;420834;261649;150130;60614;13092
Ondergrens 95%-prognose-interval;2026;16584328;775948;801333;830708;905292;1002452;1024550;1012972;993699;943938;953391;1057739;1202341;1177298;1044626;893967;808878;469264;247288;86213;16477;8178717;397374;410032;424831;462714;508782;519007;510812;496902;467459;471250;521690;596793;583286;511778;430222;377296;204127;93982;26092;3452;8408172;378739;391194;405876;442578;494295;505544;502788;497100;476322;482049;536072;605165;593394;532444;463840;431732;265351;153307;60121;13025
Ondergrens 95%-prognose-interval;2027;16568340;768214;794875;824364;894283;984031;1034586;1003236;1000935;945321;950746;1008692;1193007;1173502;1059625;904805;784336;521144;250551;86723;16274;8169406;393370;406781;421655;456878;499781;523060;506374;501192;468938;469184;497283;591022;581376;519171;435341;365528;227873;96056;26422;3420;8395463;374844;388094;402669;437361;484458;511517;497115;499991;477080;482088;511521;601465;591799;540780;469809;418837;293505;154969;60318;12854
Ondergrens 95%-prognose-interval;2028;16555090;761746;785546;815291;883390;963444;1040584;996969;1004834;954138;947126;969295;1174139;1166873;1074531;913138;771433;560862;256666;86719;15921;8161695;390095;402096;417054;451687;488883;526889;502777;503273;474103;466905;477890;580004;578083;525625;438929;360123;245385;98750;26902;3438;8389184;371652;383453;398237;431702;474752;513695;494320;501569;480222;479591;491306;593924;588747;548157;474303;411681;315556;157592;59802;12483
Ondergrens 95%-prognose-interval;2029;16532122;765019;784478;810474;868345;947816;1040202;999851;1008511;964777;939752;948915;1138052;1158683;1088218;925236;766452;585228;265373;89256;15913;8145065;391800;401566;414811;443659;480748;526619;504205;504439;479155;463263;467572;561136;573500;532447;444425;357240;256165;102929;27896;3442;8372681;373244;382922;395697;424743;467060;513766;495397;503201;484365;475521;481207;576454;585556;555197;480515;409220;329050;162444;61391;12458
Ondergrens 95%-prognose-interval;2030;16498045;762429;782505;807691;851066;937273;1030790;1003353;1010174;972441;936922;934949;1083958;1157523;1099507;939305;767405;599322;275990;91037;15454;8128251;390431;400710;413217;435103;475586;521268;506348;505554;482785;462428;460835;533373;572054;538239;451116;357687;262492;107818;28757;3417;8365169;371998;381795;394360;415963;461902;509535;496893;503652;487998;473869;474232;550610;585645;561126;488453;409755;336873;168301;62162;12037
Ondergrens 95%-prognose-interval;2031;16465763;760409;778459;805042;839601;930858;1011917;1016099;999476;981953;931100;934449;1028840;1154894;1104884;953215;772268;612405;280816;93037;15229;8105983;389404;398624;412096;429267;472273;512126;512680;501461;489003;459794;460509;505176;569974;541660;457532;359272;267859;110180;29779;3380;8356227;371005;379725;392950;410472;458580;499794;503320;498929;492972;471198;473935;523184;585544;564026;495527;412967;344546;170638;63317;11854
Ondergrens 95%-prognose-interval;2032;16418192;752264;770103;797018;831604;922388;994460;1025613;991334;989037;933182;932426;981555;1146421;1103042;967257;780429;593053;313290;93495;14954;8090832;385254;394371;407915;425333;467558;503342;516718;498334;493174;461107;458687;481458;564910;540584;464242;362877;259284;123803;30122;3382;8339959;367010;375731;388994;406272;454615;491111;508700;493078;495534;471939;473620;499554;581986;562452;503139;417618;333585;189488;63436;11568
Ondergrens 95%-prognose-interval;2033;16368758;749536;766956;790320;823695;913281;974393;1029993;985808;993667;942144;927916;942260;1129571;1098072;979979;786229;581915;335459;94309;14603;8055971;383913;392852;404756;421331;463111;492920;520364;494901;495495;465923;456300;462415;554716;537975;470252;364920;254640;132208;30459;3307;8319024;365623;374163;385564;402365;450146;481868;510363;490987;496961;475748;471525;479746;574862;559981;510121;421304;327275;203147;63851;11297
Ondergrens 95%-prognose-interval;2034;16332640;750639;764837;785643;820455;899048;959395;1031334;988228;995593;951594;920052;922716;1094699;1090602;992612;796373;577928;347767;97053;14484;8023910;384443;391826;402154;419677;455695;485328;520530;496330;497705;471322;452707;452453;536698;533500;476441;369484;252685;137376;31656;3335;8301369;366196;373011;383488;400778;443306;474132;510674;492516;498738;480010;467741;469665;558155;556726;516418;426889;325243;210391;65340;11148
Ondergrens 95%-prognose-interval;2035;16279492;739852;762019;781639;816574;883241;951209;1023295;990590;997919;957588;917621;908894;1043360;1089009;1003339;807810;579473;354086;100945;14523;8000660;378945;390306;400227;417608;447565;481066;515969;498509;499121;474884;451780;446260;510456;532188;482059;374417;253346;139868;33190;3365;8272002;360907;371704;381419;398600;435459;470056;507189;492969;499446;483746;465987;463151;533026;556738;521692;433480;326127;214218;67747;11151
Ondergrens 95%-prognose-interval;2036;16223860;733482;757272;780975;813347;873647;946227;1005210;1004226;987994;968467;912664;909077;989684;1087315;1009341;818410;583155;361962;104494;15210;7977460;375685;387816;399976;416242;442769;478063;506996;505120;494259;481727;449533;446078;483843;530350;485115;379785;254616;142788;34599;3618;8244646;357797;369460;380983;397106;431066;467506;498243;499111;495149;488709;463258;463140;506095;556728;524410;438922;328539;219174;69803;11592
Ondergrens 95%-prognose-interval;2037;16166820;731349;756081;773107;807484;867365;938198;987972;1014256;979000;975368;914972;908370;945206;1079482;1006731;832430;588900;349499;117495;15073;7946772;374610;387211;396078;413191;439456;473979;497996;508362;490548;485674;451389;445063;461450;525877;483553;385602;256641;137610;39446;3579;8215841;356740;368875;377029;394293;427604;463540;490007;504522;489444;491406;464174;463248;483308;553514;522903;446331;332308;211945;78442;11478
Ondergrens 95%-prognose-interval;2038;16106308;722465;756262;770506;805070;858143;930020;970109;1018672;974840;979399;923761;904685;908903;1062708;1001551;844467;597312;348268;126959;15078;7924141;370008;387310;394784;412011;434945;470268;488767;510744;488070;487368;456087;443629;444229;516096;480777;391576;260751;137701;42605;3643;8191241;352457;368938;376011;393059;423488;459741;481321;507908;487385;492745;467621;461098;464645;546690;520439;452735;336561;210550;84355;11435
Ondergrens 95%-prognose-interval;2039;16039381;713923;751496;766256;795154;858557;919021;954334;1019233;976970;982930;932544;896890;890336;1030406;994798;858356;603637;344654;128362;14911;7885933;365714;384870;392591;406970;435505;464549;479952;510850;488941;488830;460971;439640;434859;499149;477228;398354;263324;136632;43050;3613;8159841;348209;366626;373665;388184;423052;454465;473631;507760;488904;493720;471503;457033;455353;531249;517576;460005;340555;208221;85313;11298
Ondergrens 95%-prognose-interval;2040;15980025;701577;744715;763737;793365;855272;904930;944992;1010621;981020;985203;940044;893988;878245;982548;994759;865266;612490;343626;126741;15050;7851552;359352;381413;391190;406111;433712;457541;475699;506006;490259;490379;464877;438803;428546;475417;476472;401180;266601;136030;42229;3595;8129920;342225;363302;372467;387254;421993;447389;468762;504556;490110;494417;475311;455343;449337;507204;518357;464093;346055;207597;84736;11413
Ondergrens 95%-prognose-interval;2041;15922512;688955;737878;759466;787472;852910;898850;936499;992393;993655;976631;951873;889920;878391;934169;994366;872778;622644;347345;126904;15119;7812586;352892;378067;389039;403077;432440;454424;472084;497586;496194;486474;471277;436644;428855;451285;475479;405054;271572;137121;42122;3595;8117446;336051;359814;370456;384394;421733;444959;464531;494937;496834;490109;480311;453088;449523;482817;518484;467375;351199;210225;84798;11496
Ondergrens 95%-prognose-interval;2042;15831763;675787;738343;759010;787006;848077;891357;930617;976030;1003998;968179;959065;892743;877682;893019;987506;870237;634581;350848;124050;17213;7774683;346242;378271;388911;402923;429782;450412;468732;489133;499851;482913;475386;438367;427939;431449;471405;404549;276158;138492;41386;4233;8075301;329545;360072;370099;383955;418771;441632;461888;486641;501789;485170;483457;454149;449756;461392;515674;465688;358396;212349;82798;12980
Ondergrens 95%-prognose-interval;2043;15759641;671809;727005;758773;782727;845168;885487;928893;957619;1010288;964257;962751;901727;874211;859333;971716;864614;643004;353324;122132;17806;7738862;344147;372684;388793;400695;428771;447535;467796;479577;503055;480326;477607;443567;426451;415489;462370;401742;280394;139544;40772;4345;8033975;327662;354320;369980;382021;416348;437971;460714;477852;505149;483084;485390;457927;448031;443842;509350;462872;362684;213780;81449;13461
Ondergrens 95%-prognose-interval;2044;15711374;666412;717599;754538;777635;842338;883812;918204;943364;1009034;966851;966035;911177;867546;842108;943132;861968;651224;359508;122770;18027;7707640;341384;367708;386453;398293;425887;446197;462964;472435;503190;481893;479857;448641;423231;407221;448103;400253;284332;142062;40930;4381;8007796;325028;349892;368084;379343;415074;436696;455518;470234;505045;484323;486905;462126;444591;435161;495029;461714;367072;217446;81848;13646
Ondergrens 95%-prognose-interval;2045;15671172;661393;707127;748820;771710;836991;878252;905996;934022;1000222;970405;969158;918121;864818;831276;901769;862909;661679;369231;123350;17736;7686029;338792;362334;383688;395141;424608;444227;456351;467623;498542;483895;481267;452138;422665;402106;428459;400413;289452;146054;41137;4330;7985415;322601;344793;365133;376569;412377;434356;449717;466018;501299;485920;487646;465816;443241;429562;473390;462504;372227;223001;82194;13397
Ondergrens 95%-prognose-interval;2046;15607654;651546;691887;745015;770501;835669;877175;900485;928956;981993;983519;961016;929904;861122;832062;857298;862324;663310;373962;125941;17546;7663825;333772;354587;381927;394645;423710;443611;453375;465633;489822;488820;477573;458534;420792;402935;406825;398791;289841;148058;42011;4297;7952304;317774;337300;363088;375855;411959;433859;446554;463159;491846;492502;483438;470715;440832;429798;450761;462839;373469;226031;83930;13247
Ondergrens 95%-prognose-interval;2047;15571757;649747;681060;741706;768569;830835;877570;892502;923391;964441;992171;952571;937750;864201;832152;820399;856653;663887;380412;125392;16529;7641121;332813;349065;380107;393452;421359;443186;449352;462323;481763;492538;474278;462830;422657;402415;389519;395990;290843;150659;41889;4000;7931258;316934;331994;361599;375117;408990;433416;443163;460796;483132;498201;479035;473905;441619;430042;431574;461250;373045;229639;83560;12530
Ondergrens 95%-prognose-interval;2048;15485964;641582;676243;730303;770723;823694;872750;883629;919814;946293;996049;948450;941537;872035;829472;791080;843668;662099;384898;126649;16564;7604162;328667;346596;374309;394762;418016;440497;445190;461084;472542;495023;471451;465082;427870;401404;375598;388798;290077;152264;42219;4007;7882274;312915;329647;355997;375960;406200;431671;439112;458372;474074;500821;477009;475596;445787;428575;415875;455363;372022;232637;84430;12555
Ondergrens 95%-prognose-interval;2049;15416347;635331;668870;721780;765484;815798;869204;882313;910437;931708;994187;950320;944995;881793;823965;776352;820286;655626;391393;128863;16535;7562181;325470;342736;369800;391910;413521;438453;442689;455857;465809;494745;472402;466582;432590;398385;369052;377742;286475;155128;42828;3993;7836664;309862;326133;351924;373574;402277;430763;437432;455018;467148;500501;477432;477317;449825;425614;408404;442578;369039;236264;86041;12542
Ondergrens 95%-prognose-interval;2050;15299601;624558;662311;711278;762354;812945;867651;879249;900512;924705;985826;954338;948978;889783;822872;768896;783221;656844;398411;133691;16698;7502340;319954;339531;364506;390344;412090;438255;442775;450781;461625;490532;473817;468148;436196;397814;365268;359464;286782;158554;44719;4040;7795063;304604;322780;346772;372010;400855;429254;436353;448847;462880;496594;478768;477834;453677;424712;403826;423774;370400;239858;88973;12719
Ondergrens 95%-prognose-interval;2051;15222516;623182;655506;696334;756259;813469;866318;875398;891288;919040;969422;964930;939915;900508;819617;770249;744944;657935;400797;136374;17083;7474147;319257;335907;356886;387267;411997;436982;441431;446343;458594;482352;478823;464324;442586;396268;366163;342404;286876;159356;45660;4096;7752351;303926;319599;339447;368798;401500;429568;434927;444606;460374;486967;485289;474509;458484;422920;404258;403469;370742;241491;90714;13013
Ondergrens 95%-prognose-interval;2052;15157425;621590;654183;683479;753368;811259;858705;871738;886137;915759;953474;973277;930695;906604;822914;770783;713597;651191;400487;137639;17197;7444034;318450;335250;350264;385995;410977;433551;439421;443548;456407;474483;482642;461360;446788;398207;365717;327472;283677;158932;46043;4154;7716103;303140;318933;333215;367316;400327;425178;432132;442061;459232;479156;490695;470371;461481;424122;404723;385203;367968;241512;91817;13043
Ondergrens 95%-prognose-interval;2053;15094226;617969;644555;682893;741195;813726;853586;871162;879178;913381;935674;979537;926800;911198;831916;768304;687688;639473;394257;137805;16753;7404270;316625;330745;350161;379691;411896;431046;438296;440945;455206;465132;485088;458751;449211;403479;365179;316966;277568;156282;45877;4019;7693937;301344;314091;332732;361457;401830;422549;432866;438214;457401;470480;493567;468573;463350;428431;403379;370819;361976;238003;91928;12714
Ondergrens 95%-prognose-interval;2054;15009749;612337;636881;670294;733073;815629;848002;875078;877227;904991;921594;978056;930014;915310;841393;763752;675198;621576;392122;139336;16550;7358527;313729;326409;343520;375494;413204;428572;440391;439645;450863;457913;484722;460180;450992;407706;363394;310789;268786;155390;46286;3958;7653692;298608;310472;326774;357495;402425;419942;434569;437815;453265;463237;493004;468936;465129;432855;400431;364410;352124;236732;92921;12592
Ondergrens 95%-prognose-interval;2055;14929195;605403;625205;663403;723786;809466;846596;870360;875540;894308;914038;970484;933345;918320;848980;763269;668915;592834;395832;138878;16350;7323968;310193;320582;339983;370791;410518;428019;437898;439815;445804;454615;481089;462138;452814;412154;363391;307932;256667;157142;46402;3845;7609334;295209;304623;323420;352995;399093;419449;433253;436510;447258;459294;489419;470480;465909;436319;399816;360983;336172;238700;92626;12507
Ondergrens 95%-prognose-interval;2056;14872870;605885;626675;656193;706708;801736;848659;865787;872742;886187;908789;953043;944075;912254;859152;761219;671253;565857;400346;143823;16826;7289212;310443;321200;336406;361955;404913;428324;435444;438775;442510;452459;473681;466218;449509;417674;362436;309387;245158;158707;48105;3977;7584308;295442;305475;319787;344752;396001;420162;431192;433749;444150;456738;480741;477085;462136;441018;398460;362183;320698;241650;95641;12849
