var;year;total_total;total_00_05;total_05_10;total_10_15;total_15_20;total_20_25;total_25_30;total_30_35;total_35_40;total_40_45;total_45_50;total_50_55;total_55_60;total_60_65;total_65_70;total_70_75;total_75_80;total_80_85;total_85_90;total_90_95;total_95_00;male_total;male_00_05;male_05_10;male_10_15;male_15_20;male_20_25;male_25_30;male_30_35;male_35_40;male_40_45;male_45_50;male_50_55;male_55_60;male_60_65;male_65_70;male_70_75;male_75_80;male_80_85;male_85_90;male_90_95;male_95_00;female_total;female_00_05;female_05_10;female_10_15;female_15_20;female_20_25;female_25_30;female_30_35;female_35_40;female_40_45;female_45_50;female_50_55;female_55_60;female_60_65;female_65_70;female_70_75;female_75_80;female_80_85;female_85_90;female_90_95;female_95_00
Bovengrens 67%-prognose-interval;2029;18177824;1044990;1018244;969864;960271;1042479;1179356;1158671;1162097;1094696;1039798;1023974;1195467;1208011;1140272;988034;850724;702593;373454;170356;60610;8999364;535180;521429;496299;490870;526096;593866;582490;582369;548070;518978;510004;594077;601843;562702;480606;405595;320675;156233;60879;16218;9171962;509810;496699;473565;469321;516183;585984;575989;579777;546643;520855;513552;601384;606121;577495;507552;445211;381967;217178;109573;44383
Bovengrens 67%-prognose-interval;2030;18240280;1050981;1024908;981562;961969;1035271;1173029;1164360;1170096;1109753;1044674;1015879;1145565;1210054;1155546;1006310;855320;724485;392472;178044;62979;9032425;538227;524971;502305;491956;522660;590172;585601;586824;555276;521732;506183;568666;602466;570691;489294;407895;331267;165445;64443;17205;9207166;512754;499891;479165;469973;512746;583167;579056;583491;554797;523125;509351;577107;607514;584855;517090;447570;393289;226969;113707;45823
Bovengrens 67%-prognose-interval;2031;18298596;1056540;1031086;991119;966298;1033052;1155706;1179547;1166057;1129272;1047142;1021776;1094013;1210728;1165591;1023357;863970;747962;404692;187729;66142;9060908;541170;528139;507329;494171;521327;581599;592877;583848;565386;523233;509268;542662;601947;576025;497978;411578;342255;171689;68919;18470;9242678;515369;502904;483811;472109;511522;573797;586540;581606;564249;524363;512186;551636;609059;589515;525415;452351;405716;233119;118801;47699
Bovengrens 67%-prognose-interval;2032;18357770;1059949;1038886;1002729;972983;1030963;1139438;1191686;1160649;1143810;1057329;1026650;1052036;1205985;1165574;1042244;877222;729761;455779;193940;68826;9090410;542946;532146;513348;497765;520024;573412;597742;581976;572611;528537;511114;521892;598682;576449;506899;417765;334172;194739;71989;19567;9271768;517087;506743;489480;475252;510758;565771;593240;578511;571416;529268;515375;530067;607293;589385;535276;459381;395576;260966;121901;49238
Bovengrens 67%-prognose-interval;2033;18415100;1062662;1046101;1013826;979516;1033967;1122260;1200083;1158513;1154951;1074012;1029020;1018710;1192111;1162915;1059548;888058;723016;496243;202015;71678;9112204;544264;535836;519088;501161;522052;564422;602170;580595;577638;537328;512483;505881;590506;575133;515651;422807;331728;212796;75943;20787;9308828;518397;510198;494729;478353;511754;557778;596872;578446;577318;537288;516453;512700;601701;587868;544162;465312;391133;283413;126155;50886
Bovengrens 67%-prognose-interval;2034;18479960;1063475;1052864;1025007;988327;1034656;1109057;1200222;1163689;1163854;1091608;1028566;1004274;1160528;1158704;1077016;904250;722240;522908;212979;75569;9140999;544766;539498;524895;505615;522875;557565;602417;582697;581859;546161;512170;498894;574066;572640;524425;430473;331586;225026;81039;22292;9341698;518705;513392;500190;482740;512222;551258;597225;580671;581970;545989;516114;505375;586611;586166;552514;473565;390632;297859;131845;53243
Bovengrens 67%-prognose-interval;2035;18537510;1063537;1057149;1030517;999869;1036466;1102775;1193943;1169119;1171626;1107026;1033335;996594;1113485;1161104;1091722;922155;728341;539625;225325;79261;9168206;544771;541663;527728;511715;523127;554683;598993;585706;586723;553280;514940;495126;550203;573187;532196;439215;334619;232823;86351;23757;9365344;518768;515455;502789;488122;513241;548397;594488;583490;585596;553979;518098;501277;563346;587787;559755;482877;393504;306569;138995;55563
Bovengrens 67%-prognose-interval;2036;18589336;1062871;1060994;1038173;1008062;1040016;1100367;1177647;1184103;1167395;1125489;1035085;1002342;1063809;1161983;1101962;939032;737547;555968;233278;83985;9192118;544420;543715;531813;515860;524847;553266;591434;592439;584362;563098;516236;498117;525235;572865;537468;447782;338711;239865;90052;25525;9398754;518451;517355;506409;492189;514897;546927;586287;590561;583637;563311;519190;504097;538555;589011;564348;491232;398744;316026;143292;58464
Bovengrens 67%-prognose-interval;2037;18632560;1058737;1066645;1043870;1018161;1044019;1100195;1163267;1195297;1162193;1140125;1045081;1007306;1022664;1157864;1102653;957875;750817;546176;266991;87881;9209692;542346;546383;534747;521043;527591;553269;584272;597467;581695;570683;521099;500229;504961;570493;538286;456763;345084;236540;104173;27222;9423574;516391;520216;509137;497099;517031;547067;578484;597104;580240;570151;524012;507183;517574;587437;564286;500978;405816;309679;162648;60725
Bovengrens 67%-prognose-interval;2038;18670460;1056195;1066180;1052204;1030309;1052128;1103265;1147207;1202880;1160105;1149869;1061482;1009685;990065;1144835;1100757;974840;761630;542178;291044;91467;9229774;541090;546340;538986;527498;531587;554925;575393;602413;579237;575024;529610;501653;489432;562526;537726;464969;349967;235592;114140;28757;9446167;515105;519864;513161;502852;520502;548227;571215;600288;580278;575500;531756;508338;500716;582234;563139;509640;411629;306772;176870;62707
Bovengrens 67%-prognose-interval;2039;18713236;1054849;1067819;1060043;1039940;1060641;1101955;1134255;1204071;1164375;1158487;1078771;1009180;976258;1114561;1096876;990817;775881;543177;305836;96569;9244358;540441;547127;542985;532347;535855;554541;569451;602639;581708;578925;538591;501403;482730;546917;535425;473264;356781;236010;120352;30733;9471796;514423;520749;517004;507593;523996;547857;564935;601600;582688;580041;540065;507988;493557;567608;561654;517675;418989;307437;185760;65933
Bovengrens 67%-prognose-interval;2040;18754230;1050982;1067903;1063238;1047842;1068739;1102972;1127958;1197938;1169715;1166630;1093386;1014103;968989;1068512;1100301;1005581;793567;550608;317040;103864;9263775;538451;547012;544714;536509;539909;554840;565768;599439;584087;582878;545562;503802;479185;523667;536804;480898;365273;239517;124953;33358;9490955;512531;520925;518641;511378;528955;548089;562098;599050;585569;584129;548017;510046;489932;544903;563520;524868;428445;311051;192177;70593
Bovengrens 67%-prognose-interval;2041;18783776;1050147;1067935;1066679;1055707;1080764;1105927;1125245;1183669;1183504;1161640;1112211;1015908;974836;1021487;1102850;1016369;810007;560970;327443;109314;9272043;537938;547234;546482;540470;546814;556145;564816;592493;591233;580009;555393;504944;482509;500410;537278;486458;373347;244273;129238;35462;9506285;512209;520708;520197;515343;533759;549792;560391;590900;592782;582148;557244;511364;492862;520912;565422;529729;436571;316716;197973;73911
Bovengrens 67%-prognose-interval;2042;18813456;1047520;1063335;1069133;1061736;1091039;1111098;1124267;1169582;1195555;1155218;1126290;1025311;980403;982445;1099343;1017428;827611;573711;323495;124977;9292082;536637;544752;547828;543562;551819;559518;564788;586054;597481;577568;562498;509719;484343;481427;535078;487172;381811;250284;128484;41332;9527738;510883;518441;521261;518139;539403;552651;559868;584464;598331;578881;564188;516066;495942;500913;564112;530169;445723;323424;195038;83551
Bovengrens 67%-prognose-interval;2043;18848044;1043497;1059747;1072296;1067769;1100036;1118967;1127951;1154142;1204865;1153428;1135922;1040950;983229;951315;1086936;1016794;844226;584873;324795;137513;9299758;534586;543152;549164;546828;556737;563038;566383;577703;602685;576615;567278;518212;486064;466507;527689;487541;389704;255462;129383;45789;9545114;508910;516662;523085;521093;543608;556691;561365;577003;602611;578475;569396;523588;496883;484591;558984;529314;454266;329333;195467;91718
Bovengrens 67%-prognose-interval;2044;18880550;1044584;1056782;1073060;1075025;1111506;1130548;1128097;1142568;1208329;1159125;1144506;1057861;982773;938438;1058393;1014529;859853;597775;328585;146150;9317206;535191;541551;549684;550406;562266;568087;566308;571789;604318;579373;571614;526904;486127;460062;513349;486228;397783;261589;131242;49029;9559149;509393;515234;523282;524672;549241;561152;561793;570853;603633;580866;574297;531854;496439;477887;545134;528311;462271;336383;197147;96840
Bovengrens 67%-prognose-interval;2045;18902396;1043228;1054830;1071099;1080242;1120000;1138973;1129911;1136346;1203518;1165748;1152558;1072488;987047;931292;1014515;1018313;874434;613982;335075;151085;9326976;534475;540468;549027;553134;566853;573452;567298;568700;601067;583387;575573;533824;488643;457186;491726;487697;405043;269053;134275;50960;9574814;508753;514362;522372;527158;553829;566029;562781;568121;601722;583999;578337;539647;498536;473652;522837;530543;469416;344911;200862;100045
Bovengrens 67%-prognose-interval;2046;18919236;1048192;1054519;1072099;1084186;1128136;1151464;1134450;1134323;1187997;1181488;1149005;1091284;989669;936868;968996;1021168;883874;627733;341196;154601;9342988;537038;540661;549348;555186;570526;579277;569283;567523;593511;590274;572968;543378;489768;460267;469442;488482;410338;275852;136923;52235;9587490;511154;513858;522824;528990;557577;572102;564672;567039;594089;591290;576293;548633;499901;476482;499625;532450;473797;351836;204716;102232
Bovengrens 67%-prognose-interval;2047;18969920;1048674;1052913;1066699;1086918;1134971;1164438;1138788;1135498;1173354;1193685;1143774;1105495;999518;941392;931793;1017707;886890;643274;351869;159460;9366428;537263;539651;546705;556644;574160;585095;572159;568207;586026;594863;571190;550133;494593;462197;451610;486803;411860;282741;141302;54082;9602373;511410;513262;520039;530266;561119;578273;567734;567198;587271;597965;573441;555410;504660;479805;480299;531148;474917;360767;210468;105297
Bovengrens 67%-prognose-interval;2048;19001744;1055863;1050160;1064292;1086542;1138752;1172976;1146926;1137436;1157178;1201633;1142176;1115049;1015192;944472;902584;1006869;886171;658200;359655;163140;9380543;540978;538252;545461;556569;576013;589878;575938;569112;577583;599535;569958;554791;502926;463337;437890;480331;411808;289777;144837;55585;9620475;514885;511908;518827;530003;562707;582735;570826;568636;579571;602123;573424;560440;512055;481045;464910;526580;474334;368322;214803;107661
Bovengrens 67%-prognose-interval;2049;19039360;1065000;1049099;1062499;1091055;1145294;1180479;1154906;1135556;1144486;1204238;1146734;1123520;1030817;943679;889825;981282;884621;672281;368930;166274;9395410;545667;537741;544358;558722;579441;594179;580295;567962;572061;599573;572233;558968;511247;463184;431905;467420;411116;296670;149149;56890;9632798;519333;511358;517950;532244;566054;586898;575324;567002;573236;603280;575651;565207;520034;480661;458141;513294;473448;375391;219965;109468
Bovengrens 67%-prognose-interval;2050;19074844;1072391;1049328;1061373;1087648;1152235;1186810;1162822;1137521;1138535;1199238;1153848;1130684;1045309;947195;883660;940495;890422;684915;379033;170753;9420780;549474;537853;544044;557163;583387;597952;584202;568866;568600;597322;575108;562632;517902;466109;428889;448119;414187;303026;153017;58075;9653050;522917;511466;517258;530486;569341;588407;579433;568521;570623;601095;578584;568690;527487;482331;454777;492395;476343;381974;226077;112419
Bovengrens 67%-prognose-interval;2051;19104960;1076898;1052350;1060089;1085591;1155046;1193746;1173977;1139290;1136394;1184135;1167051;1127066;1063801;950178;889405;898825;894765;695450;391249;177226;9439517;551729;539531;543242;556131;584293;601340;589506;569676;567347;589838;581147;560031;526954;467178;432061;428219;416275;308586;158906;60968;9672394;525169;512847;516847;529443;570391;592376;584737;570713;570020;593206;585891;566505;536448;483469;457188;470877;478490;386726;232236;116232
Bovengrens 67%-prognose-interval;2052;19130310;1082668;1053258;1058150;1082977;1156724;1201201;1185687;1145342;1136747;1169295;1178051;1122265;1077111;959797;893437;865413;893520;699473;404942;184319;9456560;554713;540016;542307;554727;585833;605722;595248;572399;566654;582943;585865;558007;533430;471549;434215;412400;414583;310772;164947;63455;9682403;527955;513241;515843;528263;570922;596883;590425;572875;569838;585805;592055;563875;543235;487952;459983;452898;478142;388796;240172;120778
Bovengrens 67%-prognose-interval;2053;19158604;1092243;1062166;1056431;1081848;1159768;1208725;1196042;1154162;1139550;1153744;1185152;1121131;1086680;974225;895634;838741;884579;701294;415195;189567;9471110;559582;544518;541552;554337;586767;608758;599419;577248;568894;574942;590396;556320;537677;479116;435693;400518;409792;311977;169002;65432;9701062;532643;517648;514943;527509;572861;600938;595159;575587;571225;578524;595742;563825;548646;495374;460974;438584;474308;389307;246011;124584
Bovengrens 67%-prognose-interval;2054;19188656;1098159;1069465;1056089;1076945;1157480;1215167;1202971;1161141;1140201;1142132;1187204;1125095;1095043;990877;895350;828192;862314;703431;427222;196662;9481316;562702;548156;541507;551742;586646;611868;603773;580756;569054;568639;591112;558525;541520;487731;435357;395675;399359;313097;174758;67885;9710350;535458;521361;514607;525142;573238;602205;598988;580690;571009;572292;596667;566217;553151;503471;460693;432216;463110;390336;252527;128652
Bovengrens 67%-prognose-interval;2055;19220056;1104739;1074545;1053530;1074176;1158637;1221261;1207126;1170424;1140418;1136369;1181817;1131210;1101816;1004905;899893;823320;827764;710783;437960;205429;9487596;566046;550901;540075;550311;587124;614555;606765;585661;568965;565491;588238;561161;545189;494326;437637;393595;383292;316814;179578;71235;9723024;538659;523684;513419;523865;572835;606592;600790;585663;571170;569543;593861;568969;556651;511250;462446;429133;444721;393891;258253;134292
Bovengrens 67%-prognose-interval;2056;19248584;1110614;1082141;1058539;1075337;1156216;1223077;1215841;1181871;1143183;1133711;1168386;1144005;1097367;1023170;903058;828608;792355;715122;445447;213352;9496859;569094;554679;542642;550970;585182;616987;610545;590871;569813;564461;581192;567448;542859;502990;438690;396583;366565;318360;183197;74446;9740868;541520;527346;515896;524349;571289;607192;605169;590557;573406;569071;586774;576110;554814;519966;463768;431833;425485;396899;262669;138803
Bovengrens 67%-prognose-interval;2057;19290324;1120990;1085219;1061587;1074925;1154450;1222563;1226377;1190457;1147052;1134296;1155491;1154373;1092874;1036078;912324;833670;762874;717303;450530;218014;9511322;574419;556398;544324;550775;583753;616446;615585;595407;572176;564735;574178;572484;541079;509542;443456;398707;353763;319527;185834;75997;9768939;546548;528821;517263;524150;570632;605603;610108;594522;574587;569038;580108;582084;551780;526268;468912;434840;409434;397677;264587;142449
Bovengrens 67%-prognose-interval;2058;19319404;1124133;1092287;1069272;1072628;1151973;1224612;1230477;1197700;1155019;1137392;1140462;1162124;1091237;1045489;926986;836209;740542;711252;453772;229039;9539569;575996;559992;548102;549590;582154;617090;618096;598792;575307;566506;566124;576961;540057;513562;451177;399959;344170;315959;187545;80264;9788266;548143;532300;521069;523037;569712;607614;611554;598555;578439;570478;573072;586077;551725;531519;476294;435705;396737;394834;266108;148533
Bovengrens 67%-prognose-interval;2059;19355070;1130084;1100588;1075145;1072601;1147648;1224307;1234286;1207798;1163301;1137297;1128536;1164575;1096374;1053883;942749;835597;733474;695562;454961;233067;9552514;579042;564174;551192;549633;580843;616965;620593;603818;580526;565418;560325;577798;542013;517741;458741;400170;341110;309009;188100;81871;9802572;551037;536414;523954;522957;566619;607773;614083;603999;583543;570692;567175;587053;553950;536432;484133;435660;391978;386269;267215;151196
Bovengrens 67%-prognose-interval;2060;19375596;1135365;1106934;1082071;1070178;1146943;1226360;1242406;1212511;1173319;1135884;1122180;1158965;1101650;1059896;956693;839696;729901;668649;463504;242275;9561250;581695;567335;554894;548294;579810;617815;624162;606732;585515;565822;557619;574206;544515;521055;465319;402352;339998;297159;191802;85263;9816620;553651;539599;527177;521885;566324;608419;617226;606508;588200;570326;564313;584687;556796;539658;491297;437603;389874;371422;271613;156952
