"F Bouwnijverheid";"Grootteklasse";"10 tot 20 werkzame personen";"2007";"aantal";"4385"
"F Bouwnijverheid";"Grootteklasse";"10 tot 20 werkzame personen";"2008";"aantal";"4175"
"F Bouwnijverheid";"Grootteklasse";"10 tot 20 werkzame personen";"2009";"aantal";"4175"
"F Bouwnijverheid";"Grootteklasse";"10 tot 20 werkzame personen";"2010";"aantal";"4020"
"F Bouwnijverheid";"Grootteklasse";"20 tot 50 werkzame personen";"2006";"aantal";"2650"
"F Bouwnijverheid";"Grootteklasse";"20 tot 50 werkzame personen";"2007";"aantal";"2885"
"F Bouwnijverheid";"Grootteklasse";"20 tot 50 werkzame personen";"2008";"aantal";"2720"
"F Bouwnijverheid";"Grootteklasse";"20 tot 50 werkzame personen";"2009";"aantal";"2720"
"F Bouwnijverheid";"Grootteklasse";"20 tot 50 werkzame personen";"2010";"aantal";"2650"
"F Bouwnijverheid";"Grootteklasse";"50 tot 100 werkzame personen";"2006";"aantal";"630"
"F Bouwnijverheid";"Grootteklasse";"50 tot 100 werkzame personen";"2007";"aantal";"650"
"F Bouwnijverheid";"Grootteklasse";"50 tot 100 werkzame personen";"2008";"aantal";"635"
"F Bouwnijverheid";"Grootteklasse";"50 tot 100 werkzame personen";"2009";"aantal";"705"
"F Bouwnijverheid";"Grootteklasse";"50 tot 100 werkzame personen";"2010";"aantal";"690"
"F Bouwnijverheid";"Grootteklasse";"100 werkzame personen of meer";"2006";"aantal";"425"
"F Bouwnijverheid";"Grootteklasse";"100 werkzame personen of meer";"2007";"aantal";"440"
"F Bouwnijverheid";"Grootteklasse";"100 werkzame personen of meer";"2008";"aantal";"410"
"F Bouwnijverheid";"Grootteklasse";"100 werkzame personen of meer";"2009";"aantal";"425"
"F Bouwnijverheid";"Grootteklasse";"100 werkzame personen of meer";"2010";"aantal";"410"
"G Handel";"Grootteklasse";"1 werkzame persoon";"2006";"aantal";"56730"
"G Handel";"Grootteklasse";"1 werkzame persoon";"2007";"aantal";"62570"
"G Handel";"Grootteklasse";"1 werkzame persoon";"2008";"aantal";"70875"
"G Handel";"Grootteklasse";"1 werkzame persoon";"2009";"aantal";"74200"
"G Handel";"Grootteklasse";"1 werkzame persoon";"2010";"aantal";"75115"
"G Handel";"Grootteklasse";"2 werkzame personen";"2006";"aantal";"41020"
"G Handel";"Grootteklasse";"2 werkzame personen";"2007";"aantal";"33230"
"G Handel";"Grootteklasse";"2 werkzame personen";"2008";"aantal";"34660"
"G Handel";"Grootteklasse";"2 werkzame personen";"2009";"aantal";"34050"
"G Handel";"Grootteklasse";"2 werkzame personen";"2010";"aantal";"34085"
"G Handel";"Grootteklasse";"3 tot 5 werkzame personen";"2006";"aantal";"22120"
"G Handel";"Grootteklasse";"3 tot 5 werkzame personen";"2007";"aantal";"25185"
"G Handel";"Grootteklasse";"3 tot 5 werkzame personen";"2008";"aantal";"22930"
"G Handel";"Grootteklasse";"3 tot 5 werkzame personen";"2009";"aantal";"22875"
"G Handel";"Grootteklasse";"3 tot 5 werkzame personen";"2010";"aantal";"22190"
"G Handel";"Grootteklasse";"5 tot 10 werkzame personen";"2006";"aantal";"16165"
"G Handel";"Grootteklasse";"5 tot 10 werkzame personen";"2007";"aantal";"19110"
"G Handel";"Grootteklasse";"5 tot 10 werkzame personen";"2008";"aantal";"16330"
"G Handel";"Grootteklasse";"5 tot 10 werkzame personen";"2009";"aantal";"16880"
"G Handel";"Grootteklasse";"5 tot 10 werkzame personen";"2010";"aantal";"16360"
"G Handel";"Grootteklasse";"10 tot 20 werkzame personen";"2006";"aantal";"8075"
"G Handel";"Grootteklasse";"10 tot 20 werkzame personen";"2007";"aantal";"8955"
"G Handel";"Grootteklasse";"10 tot 20 werkzame personen";"2008";"aantal";"8155"
"G Handel";"Grootteklasse";"10 tot 20 werkzame personen";"2009";"aantal";"8630"
"G Handel";"Grootteklasse";"10 tot 20 werkzame personen";"2010";"aantal";"8380"
"G Handel";"Grootteklasse";"20 tot 50 werkzame personen";"2006";"aantal";"5040"
"G Handel";"Grootteklasse";"20 tot 50 werkzame personen";"2007";"aantal";"5360"
"G Handel";"Grootteklasse";"20 tot 50 werkzame personen";"2008";"aantal";"4865"
"G Handel";"Grootteklasse";"20 tot 50 werkzame personen";"2009";"aantal";"5230"
"G Handel";"Grootteklasse";"20 tot 50 werkzame personen";"2010";"aantal";"5060"
"G Handel";"Grootteklasse";"50 tot 100 werkzame personen";"2006";"aantal";"1180"
"G Handel";"Grootteklasse";"50 tot 100 werkzame personen";"2007";"aantal";"1295"
"G Handel";"Grootteklasse";"50 tot 100 werkzame personen";"2008";"aantal";"1170"
"G Handel";"Grootteklasse";"50 tot 100 werkzame personen";"2009";"aantal";"1370"
"G Handel";"Grootteklasse";"50 tot 100 werkzame personen";"2010";"aantal";"1320"
"G Handel";"Grootteklasse";"100 werkzame personen of meer";"2006";"aantal";"900"
"G Handel";"Grootteklasse";"100 werkzame personen of meer";"2007";"aantal";"915"
"G Handel";"Grootteklasse";"100 werkzame personen of meer";"2008";"aantal";"845"
"G Handel";"Grootteklasse";"100 werkzame personen of meer";"2009";"aantal";"945"
"G Handel";"Grootteklasse";"100 werkzame personen of meer";"2010";"aantal";"940"
"H Vervoer en opslag";"Grootteklasse";"1 werkzame persoon";"2006";"aantal";"8750"
"H Vervoer en opslag";"Grootteklasse";"1 werkzame persoon";"2007";"aantal";"9745"
"H Vervoer en opslag";"Grootteklasse";"1 werkzame persoon";"2008";"aantal";"10810"
"H Vervoer en opslag";"Grootteklasse";"1 werkzame persoon";"2009";"aantal";"11220"
"H Vervoer en opslag";"Grootteklasse";"1 werkzame persoon";"2010";"aantal";"11605"
"H Vervoer en opslag";"Grootteklasse";"2 werkzame personen";"2006";"aantal";"6395"
"H Vervoer en opslag";"Grootteklasse";"2 werkzame personen";"2007";"aantal";"5245"
"H Vervoer en opslag";"Grootteklasse";"2 werkzame personen";"2008";"aantal";"5320"
